,text,tag,senti_polarity
48, 周围的朋友都劝我，劝我离开一无所有的你，可是我知道你最需要我，所以我一定与你走到最后。,失望,negtive
49, 女人只有找到自我，才能找到真爱：一个真正懂你的人，欣赏你的人，一个，舍不得离开你的人。,失望,negtive
50, 如果我真的让你感到不安，那请你早点离开我，不然就不要让我每次都为了你的猜疑而难过...,失望,negtive
51, 其实从一开始你就不该对我那么好的，给了我这么多希望然后又独自离开，这种感觉真的好难受。,失望,negtive
52, 如果那天你没有离开，我一定不会如此忧伤，如果我不再是现在的我，你会不会回来，回到我身旁。,失望,negtive
53, 爱情不是好东西，生生世世害我们；害得这个样子，还舍不得离开它，这是太愚痴了，一定要觉悟。,失望,negtive
54, 如果前世五百次眸回，才换来今生的擦肩而过。那么前世我的目光一定一刻都没从你身上离开过吧。,失望,negtive
55, 在线的时候不一定在，忙碌的时候可能在，离开的时候一定不在，隐身的时候应该在。找我请酌情。,失望,negtive
56, 亲爱的，如果有来生，上天再给我一次机会，我一定会好好爱你，紧紧抱住你不放。不要你离开我。,失望,negtive
57, 如果一个男人因为你身体曲线的改变对你不够好，你能勇敢地离开他，去找找另一个真正爱你的人。,失望,negtive
58, 女人如果真的爱了，会没心没肺的往死里爱，他离开了，女人什么也没了，只剩下一具可怜的躯壳。,失望,negtive
59, 每一次在一起你都在看手机，我知道你爱安静，重来你就没主动过，那时候我真的累了，就离开了。,失望,negtive
60, 明明我离开你已经那么久，甚至，我明明已经觉得真的将你忘掉，可你是始终是我猝不及防的伤痛。,失望,negtive
61, 心痛的感觉原来就是在你离开后想起你的时候、那时候真的狠痛。说出口的话；永远都收不回来了。,失望,negtive
62, 有没有那么一秒，你真的爱我，有没有那么一刻，你真的想我，有没有那么一刹，我离开你会不舍。,失望,negtive
63, 有时候，你确实应该离开一阵，让他明白你的珍贵。但是这一阵一定不能太久，因为你会爱上新的人。,失望,negtive
64, 我做好了和你一辈子的打算，也做好了你随时离开的准备，这也许是最好的爱情观，情到深处不纠缠。,失望,negtive
65, 许该要离开，离开才能让人真正怀念一个地方；或许该去旅行，旅行才能让人看清起点竟是那么珍贵。,失望,negtive
66, 真正在乎你的人就算你再怎么伤害他他依然会厚着脸皮不肯离开你这个世界那么脏，谁有资格说悲伤。,失望,negtive
67, 天知道我多爱你。我真的不舍得离开你。但是现在我必须放下，因为我们不可能会有结果，不要怪我。,失望,negtive
68, 亲爱的，真的不想离开你，其实，我经常想起你，你是一个让人又恨又恨不起来，爱又爱得要命的人。,失望,negtive
69, 是不是真的要到，等我忘记了你。是不是真的要到，等我放弃了你。是不是真的要到，等我离开了你。,失望,negtive
70, 也许爱了，才会吃醋。也许爱了，才会害怕离开；也许爱了，才害怕受伤害傻瓜，我学不会淡然真的。,失望,negtive
71, 别把命看得太重，既然来到这个世上就没打算活着离开，也别把命看得太轻，因为大家活得都挺不容易。,失望,negtive
72, 我们都说，只有这一年，没有什么不可忍耐。但是真正离开这一年之后，我们需要忍耐的东西变得更多。,失望,negtive
73, 真正的爱情不在于你知道他（她）有多好才要在一起；而是明知道他（她）有太多的不好还是不愿离开。,失望,negtive
74, 真正感觉离开是那么轻松自由、束缚已久的我该放开翅膀飞翔了、天空本来就属于我、我只是暂时被困。,失望,negtive
75, 我之前以为我不会爱上一个不爱我的男人，当我真的爱上你以后，你却转身离开，才发现不爱是那么难。,失望,negtive
76, 当你的爱侣已经选择离开，你仍然始终无法放下时，认真的想一想，你是真的爱的深，还是因为不甘心。,失望,negtive
77, 请珍惜你身边默默爱你的人。或许，有一天当他真的离开了。你会发现，离不开彼此的，是你，不是他。,失望,negtive
78, 曾经离开的人，你以为你一辈子也放不开，可是后来你还是发现，原来真的不会，离开谁就活不下去的。,失望,negtive
79, 不要在别人面前倾诉你的困境，袒露你的脆弱。每个人都是独立的个体，真的没有谁离开谁就活不下去。,失望,negtive
80, 最真的爱，是彼此回首时还是朋友，而非还未离开，便开始用锋利的言语在对方的心上用力地划上伤痕。,失望,negtive
81, 当我对你不再那么任性，不再喜欢缠着你，不再想着跟你聊天，不再依赖你丝毫，那一定我准备离开你了。,失望,negtive
82, 毕业了，又有一些人离开了，大家各自安慰着，不想说再见。再见不一定不会再见，也许还会在别处相见。,失望,negtive
83, 有些人的爱，就像一座房子，里面有很多东西，却都不是我想要的，可我并不打算离开，因为外面在下雨。,失望,negtive
84, 起床时想到你的微笑，洗脸时嗅到你的味道，上床前你是我的需要。真的不能离开你，我亲爱的--马桶。,失望,negtive
85, 如果有一天我离开你了，那一定是时间不允许我们在一起，你别在意，也不哭，终有一日你会找到另一个我。,失望,negtive
86, 我在固定的时间，固定的空间苏醒过来，全部都是真的，就连你已经离开了也是真的，真的我都不敢想相信。,失望,negtive
87, 无情的你离开我，痴情我真的舍不得。你，恨你一辈子，爱你一辈。初恋的感觉是伤感的！无情之爱是初恋。,失望,negtive
88, 这一次臣妾真的离开了君，比当初爱上君更需要勇气，这一次臣妾真的离开了君，不敢告诉君臣妾还是爱君。,失望,negtive
89, 朋友，是我们最初的位置，我们都离开过，你要的那个远方，让我追不上，对你，我真的不敢再奢求什么了。,失望,negtive
90, 爱情，从来都是一个来去自由的东西。一瞬间，你爱上了他，一瞬间你又决定离开他，不过都是一念之间的事。,失望,negtive
91, 在我们分手之前，我想最后一次带你去所有有我们回忆的地方…如果你最后还是决定离开，我才会松开你的手。,失望,negtive
92, 我没有离开过，也没打算离开，就算值得珍惜的人已经不见了，但原地的那些痕迹不容我离开，需要我来守护。,失望,negtive
93, 你不是一无所有的孩子。你相信我，我的离开只是为了让你遇见真正爱你的男孩子。他会代替我照顾你一辈子。,失望,negtive
94, 这一次我真的离开了你，比当初一爱一上你更需要勇气，这一次我真的离开了你，不敢告诉你我还是一爱一你。,失望,negtive
95, 决定离开的人，就别再回头也别回来，酒不需要你喝完，烟也不会再递给你抽，就这样淡出我的生活我万分感激。,失望,negtive
96, 曾经的过错，曾经的伤痛，给我们彼此留下了很大的伤疤，爱不一定要在一起，选择离开或许是对彼此最大的爱。,失望,negtive
97, 原谅对方不等于接受对方，你可以在接不接受上作选择，但一定要原谅对方。兴高采烈的投入，心平气和的离开。,失望,negtive
98, 世界上没有什么人是能够真正坚信的，只有坚信自我，正因只有自我不会不会背叛你自我，欺骗自我，离开自我。,失望,negtive
99, 我害怕等待，害怕那种无休止的等待，我真的害怕这样的等待是没用的，害怕你会有一天离开我，我真的很害怕。,失望,negtive
100, 虽然我很傻，但你不可以真的当我傻傻的！我傻傻的时候你要疼我！不能不理我，不许突然离开！因为我会担心！,失望,negtive
101, 如果真的有一天，某个回不来的人消失了，某个离不开的人离开了，也没关系，时间会把正确的人带到你的身边。,失望,negtive
102, 叶子的离开，到底是风的追求还是树的不挽留？也许有时候真的很无奈，怅惘，只要放时间下去，一切都会淡忘。,失望,negtive
103, 你们给我那么多的爱，只会是我沉重的负担。我真的怕我要离开的时候，步子迈不开。其实，被爱，往往更辛苦。,失望,negtive
104, 人生是如此，所有的遇见，都是纯真的真情，所有离开，是沉默的。无聊，轻轻扭过头，累了，慢慢地释放你的手。,失望,negtive
105, 我喜欢上他了，但是我还是决定不告诉他，我怕以后我们连朋友都做不成。若真不能给我太多，请离开时不要对我太好。,失望,negtive
106, 如果不爱了请一定要，告诉我，如果你要离开了，请不要突然离去。,失望,negtive
107, 在乎我的人，一定不会轻易离开我；玩耍我的人，一定会扭头就走。,失望,negtive
108, 真正在乎你的人就算你再怎么伤害他他依然会厚着脸皮不肯离开你。,失望,negtive
109, 有些人继续活着。有些人已经离开。世上没有谁真正关心谁的生死。,失望,negtive
110, 虽然我说要离开，而且也真的离开了，但我很难把我的心一起带走。,失望,negtive
111, 如果你真的选择离开，我不会再委曲求全的挽留，不属于我的美好。,失望,negtive
112, 好姐妹，虽然明天你们就要离开但是我今天真的很开心。明年再见。,失望,negtive
113, 告诉我，你不是真的离开我，你也不愿这样的夜里，把难过留给我。,失望,negtive
114, 最天真的还是大学生，离开了高中的庇佑，接受着小型社会的考验。,失望,negtive
115, 永远不要用离开去威胁别人，因为你会发现原来你真的没那么重要。,失望,negtive
116, 我想知道如果有一天我真的离开了，会有多少人奋不顾身的去追我。,失望,negtive
117, 原以为离开后很快就能忘记，可我无时无刻不想起你，心真的好痛。,失望,negtive
118, 我允许你离开我的世界，但是真的不要太久，否则你再也回不来了。,失望,negtive
119, 我会在必要的时候做出必要的决定，也会在要离开的时候，悄声无息。,失望,negtive
120, 是的，抓不住的沙，不如扬了它。决定离开的瞬间，跟他已背向而驰。,失望,negtive
121, 终于决定离开你的世界，我的脚步那么急促，不敢转身对上你的眼眸。,失望,negtive
122, 如果有天你真的不行了累了，请你一定告诉我，我放你走，放你离开。,失望,negtive
123, 兄弟就像月亮旁边的那颗星星，有时不一定看的到。但他却从未离开。,失望,negtive
124, 闺蜜就是在最后会离开你的人，最后真真正正留下来的或许另有其人。,失望,negtive
125, 我曾以为我真的离不开你，现在才知道，不是离不开，只是不想离开。,失望,negtive
126, 是不是你真的离开了我的世界我习惯了你和她哪些看的让我恶心的话。,失望,negtive
127, 如果一个男人可以被你欺负到毫无尊严还不离开说明他真的很喜欢你。,失望,negtive
128, 当我发现你终于离开我的世界时，我才发现一切的一切真的无法挽回。,失望,negtive
129, 告诉我，是不是真的要离开我，我不愿从别人口中听说，只想听你说。,失望,negtive
130, 直到现在，我才真真切切地明白，他不是去旅行，他是真的离开了我。,失望,negtive
131, 也许，傻的人只有我一个而已。也许，你还是爱我的，但我已决定离开。,失望,negtive
132, 所有的男人记住，女人离开你一定是你不够爱她，她不会为了金钱利益。,失望,negtive
133, 宝贝，我们又在一起了，这一次我一定会紧紧抱住你不妨，不让你离开。,失望,negtive
134, 我当初一定是深深的爱过你，才会在你离开我那么久那么久还念念不忘。,失望,negtive
135, 一个男人离开你，你一定要想，是这个男人不懂得享受你这么好的女孩。,失望,negtive
136, 最后我们没有在一起，没意思了，一定是你先离开了我，因为我做不到。,失望,negtive
137, 我会在原地等你，如果那天之后，你还是不回来。那我也就真正离开了。,失望,negtive
138, 倘若真的不止我一个我会用尽我全部的心力告诉你我爱你，然后离开你。,失望,negtive
139, 想你生气，如我所料，你真的生气。你说离开，出我所料，你真的离开。,失望,negtive
140, 遇见你，认识你，喜欢你，爱上你，离开你，这个过程真的是，好短暂。,失望,negtive
141, 这一次我们真的回不去了，那就这样吧，都放手毫无牵挂的背对离开吧。,失望,negtive
142, 我知道有一天你会不生不息的离开我的身旁。没想到你就真的这么做了。,失望,negtive
143, 这次是真的该离开了，离开那片美丽的境土了，那是如罂粟花般的妖娆。,失望,negtive
144, 有些时候只有当离开了失去了才知道真的没有了，所以要学会珍惜现在。,失望,negtive
145, 不管我拥有多么强有力的理由，当你决心要离开，我做的一切都变成空白。,失望,negtive
146, 我在你身边的时候，你觉得可有可无，我决定离开的时候，你才开始挽留。,失望,negtive
147, 如果时间能倒流，如果爱情能够回到最初的摸样，我一定不会再让你离开。,失望,negtive
148, 他说如果有一天我要离开。请别对我说。我爱你。我说我打算说多烧点钱。,失望,negtive
149, 真正的爱，不是一件小事，那是得经得起不爱，经得起离开，经得起等待。,失望,negtive
150, 我答应你:我会笑着离开这所学校，带着我们这3年来最真的回忆，离开。,失望,negtive
151, 淡淡的一眼是你认真的承诺，静静的一刻是我生命的全部，我不愿离开你。,失望,negtive
152, 母校，你刚才来如果早点离开，但却真的当你想去，急切地希望留一两天。,失望,negtive
153, 在家很无聊，不知不觉间突然想起了你，真的很舍不得你，舍不得你离开。,失望,negtive
154, 也许我用错了方法爱你，但你不能因为这样就离开我，我爱你，是真的……,失望,negtive
155, 每当我离开你的那一刻一开始，我就下定决心不再见你，可最后还是做不到。,失望,negtive
156, 就算有一天，我离开了你变成回忆，那么也一定，是带着感伤又感恩的心情。,失望,negtive
157, 如果可以的话，真想扔下这沉重的包袱，然后离开这个世界，心真的麻木了。,失望,negtive
158, 我真的不懂，为什么要分开，为什么要离开我，我鄙视我们说过的不离不弃。,失望,negtive
159, 我真的好羡慕你，简单的进入我的心，却又随意的离开，带给我无数的伤痕。,失望,negtive
160, 我不再想关注你了，等哪天我不再出现在你的世界里，那证明我真的离开了。,失望,negtive
161, 我不在乎过去的你。真的不想你就这样离开，回来吧，你诺不离。我定不弃。,失望,negtive
162, 我真的好怕，怕你对我很好然后突然离开我，我怕我当时可能哭都哭不出来。,失望,negtive
163, 有些事情真的控制不住，比如，我拼了命的想留住你，最后你还是选择离开。,失望,negtive
164, 每次受到伤害下定决心离开时，你们给我的那丁点又让我屁颠屁颠地跑向你们。,失望,negtive
165, 如果给我一个忘记的期限，我想，我会后悔，因为，我也没办法决定是否离开。,失望,negtive
166, 当沉痛唤醒记忆，终于决定放弃，你的冷漠让我懂得离开也是一种很好的结局。,失望,negtive
167, 见识过泼妇骂街后，才发现离开是个正确的决定。小姐，麻烦你嘴巴放干净点。,失望,negtive
168, 语言真的有一种神奇的力量，它会让你爱的人爱你，也会让爱你的人决定离开。,失望,negtive
169, 如果选择了他，就不要轻易的离开他，因为你选他的时候就一定有充足的理由。,失望,negtive
170, 如果哪天你爱上别人了。一定要记得告诉我她比我好。好让我可以安心的离开。,失望,negtive
171, 女孩离开一个男人一定是失望太多，而男人离开一个女人基本上没禁得住诱惑。,失望,negtive
172, 不管你离开我多久，只要你回头，就一定会看到，我还在你离开的地方等你……,失望,negtive
173, 真正的离开是不会有任何预警的，但凡吃醋、冷战、威胁的潜台词都是留下我。,失望,negtive
174, 天之涯。海之角。你一直在我心里。未曾真正离开过。我想。这便是一种美好。,失望,negtive
175, 暑假先生你不要离开我，我们重新来过好不好？我真的很爱你，讨厌开学先生！,失望,negtive
176, 如果你问我，你有多少次闪过我的心里，我会说一次，因为你从未真的离开过。,失望,negtive
177, 初恋这件小事，真的不是小事。得经得起等待，经得起你离开，经得起你不爱。,失望,negtive
178, 我对你说对不起并不是真的是我做错了什么，是因为我在乎你，害怕你离开我。,失望,negtive
179, 学校你什么时候和我离婚？你真的该离开了，我已经有了新的妻子，她叫电脑。,失望,negtive
180, 有一天当你离开一个地方，就没有几个人会记得你了除非是真的很在乎你的人。,失望,negtive
181, 一开始我们谁都不喜欢学校，可真的到了要离开的时候发现，有太多的舍不得。,失望,negtive
182, 樱花树拂去眼角的妩媚，留下纯真的感伤，我要离开了，不愿强装笑脸去爱你。,失望,negtive
183, 如果有一天你决定离开，就请别期望当你回来的那一天，一切还可以和原来一样。,失望,negtive
184, 如果上帝赋予我美貌和财富，我一定要使你难以离开我，就像现在我难以离开你。,失望,negtive
185, 那个总是嚷嚷着让你滚的人，并不一定真的舍得你离开，也许正在心里求你留下。,失望,negtive
186, 如果你问我，你有多少次穿越我的心田，我会说一次，因为你从来没有真正离开。,失望,negtive
187, 尽管每次看着电脑不知道要干什么，但是当真正离开电脑的那一刻还是会舍不得。,失望,negtive
188, 真正的朋友不是那个你认识得最久的人，而是那个来到你身边后便不再离开的人。,失望,negtive
189, 我真的害怕你会又一次的离开我，如果不能看、与我永久，就不要打扰我的生活。,失望,negtive
190, 我真的只有选择离开，才可以重新开始生活，原谅我的不辞而别，原谅我的沉默。,失望,negtive
191, 毕竟人心隔肚皮，原谅我做不到看清每个人。只希望最真的能留下最假的能离开。,失望,negtive
192, 依赖真的很可怕，一旦陷下去了，那人一离开，你就会觉得生活缺氧，无法呼吸。,失望,negtive
193, 站在我们相遇的巷子口，看着你渐渐远去的背影，我知道，这次你是真的离开了。,失望,negtive
194, 你说我说的你都记得，我说如果哪天我赌气离开了你一定要拉住我，那时你去哪了？,失望,negtive
195, 真正的爱情不是知道对方有多好才在一起，而是明知道对方有多不好还舍不得离开。,失望,negtive
196, 爱情不可强求，真正的爱情不是失掉，也不是拥有。而是自然而然的离开你的内心。,失望,negtive
197, 那些曾经离开的，放手的，并没有真正的消失过，只是换了另一种存在的方式而已。,失望,negtive
198, 所以，许多看似拥有的，其实未必真的拥有。那些看似离去的，其实未必真的离开。,失望,negtive
199, 有的时候真的很想独自离开这个虚伪的世界，离开喧闹的人群，离开虚情假意的你。,失望,negtive
200, 当我决定离开的时候，是我真正心碎转身要走的时刻，请你保留着我们最美好的记忆。,失望,negtive
201, 血是一样比水更聪明的东西。从不喧嚣，但是狠。一旦决定要离开谁就再也不会回头。,失望,negtive
202, 好马不吃回头草，你离开他一定是有很多你忍受不了的原因的，你现在未必也能忍受。,失望,negtive
203, 关心你的人那么多，如果有一天你不喜欢我了，一定要提前告诉我，我会很乖的离开。,失望,negtive
204, 在我哭着笑时，请一定不要过来，因为在你笑着离开的时候，我的笑就真的不再存在。,失望,negtive
205, 如果，又那么一天，我真的彻底离开你了，你会不会为我掉眼泪，会不会为我而改变。,失望,negtive
206, 如果那一天我真的离开，请记得我真真正正的存在过。,失望,negtive
207, 我只有假装离开你的倔强，却没有真正放弃你的力量。,失望,negtive
208, 真正的情侣，也许天各一方，但在彼此心里从未离开。,失望,negtive
209, 真正深爱的人就好像氧气。你离开他一步都会觉得痛。,失望,negtive
210, 你不懂我只是你离开的借口你不爱我才是真正的理由。,失望,negtive
211, 说分手的时候很潇洒，真正离开的时候就潇洒不起来。,失望,negtive
212, 是目眩，不是玩笑，不是幻觉，只是，他真的离开了。,失望,negtive
213, 若你懂得，请认真的聆听。若你不懂，请安静的离开。,失望,negtive
214, 若真的不能给我太多，请不要在离开的时候对我太好。,失望,negtive
215, 我真的有着说不出的难过，因为你就这样的离开了我。,失望,negtive
216, 当你要离开的时候，才发现，我是真的真的爱上你了。,失望,negtive
217, 他，会因为受不了而离开。他，也许真的不曾爱过我。,失望,negtive
218, 如果哪天我真的离开你了，请相信。我是真的爱过了。,失望,negtive
219, 你像个孩子般天真的以为他只是暂时离开他不会走远。,失望,negtive
220, 这个世界真的很大，好像一转身，就不知道谁会离开。,失望,negtive
221, 也许这一次我真的会离开，厌倦了看你们的两人世界。,失望,negtive
222, 有多少人，可以能真的说不爱转身就离开，头也不回。,失望,negtive
223, 越是在乎越是害怕离开。这种在乎真的让我感觉窒息。,失望,negtive
224, 如果有一天我下定决心离开你了，你会不会有一点难过。,失望,negtive
225, 这一次，终于决定离开了，到没有你的世界里重新呼吸。,失望,negtive
226, 原来你给我的片刻温柔只是你决定离开之前的假象而已。,失望,negtive
227, 其实我也想过离开你，可是我的心与我做着相反的决定。,失望,negtive
228, 你决定转身离开的那天，曾属于我们的约定化成了碎片。,失望,negtive
229, 我不想毕业，不想离开你们。你们一定要记得我，便便。,失望,negtive
230, 如果你不幸在电梯离开人世的话，请一定要按上行按钮。,失望,negtive
231, 生死相约，从没打算放开你的手。可是你却先离开了我。,失望,negtive
232, 我有什么好怕的，自从来到这个世上就没打算活着离开。,失望,negtive
233, 真正爱我的人纵然有千百个理由离开我，他也会留下来。,失望,negtive
234, 说真的，我生气归生气，但是我从来都不会想过离开你。,失望,negtive
235, 当你真的离开我的时候，我才知道，我们真的回不去了。,失望,negtive
236, 我的记忆里只有你，离开你，我真的不知道如何去生活。,失望,negtive
237, 如果这场爱情真的让你痛的麻木了，离开是最好的选择。,失望,negtive
238, 只要你离开，我怎么都行，我说真的，该死的一身肥肉。,失望,negtive
239, 走到最后的才是真的，那些中途离开的只是不合适罢了。,失望,negtive
240, 你是我生命中的一切，拜托，不要离开我。我真的爱你。,失望,negtive
241, 那天你说你会离开我，你做到了，第一次，真的做到了。,失望,negtive
242, 真的爱我，就别离开我，我只要你，你就是我的全世界。,失望,negtive
243, 有时只有当离开失去了才知道真的没有，所以学会珍惜。,失望,negtive
244, 请别离开我，我的世界里真的不能没有你，别对我狠心。,失望,negtive
245, 我决定离开了，我还年轻。不打扰，是我对你最后的温柔。,失望,negtive
246, 既然都决定离开了，还他妈假惺惺说什么爱，爱不是伤害。,失望,negtive
247, 爱上你是我今生无悔的决定，离开我是你今生无悔的抉择。,失望,negtive
248, 如果有一天你离开了我，我一定会毫不犹豫地把你抢回来。,失望,negtive
249, 我的心愿相信你都闻声，就算爱一定离开，面对生疏空间。,失望,negtive
250, 如果有一天我离开你，一定不是我不爱了，而是逼不得已。,失望,negtive
251, 从来没想过，当你真正感动我的时候，却是你离开的时候。,失望,negtive
252, 或许有一天，我会真的离开，离开这里，离开有你的地方。,失望,negtive
253, 原来你离开我，我的心真的难以洒脱，原来我还是爱你的。,失望,negtive
254, 真的很庆幸我有几个好朋友，哪怕我多差劲也没有离开我。,失望,negtive
255, 直到现在看来你的离开，真的是有太多能让我语塞的理由。,失望,negtive
256, 也许他真的离开了，你会发现，离不开的，是你，不是他。,失望,negtive
257, 男孩就把树干砍下来背走，他真的做了条船，离开了这里。,失望,negtive
258, 我是真的爱上了你，所以无论以后怎样，都不要离开我了。,失望,negtive
259, 当你决定离开的那一刻，我卑微的挽留都显得那么苍白无力。,失望,negtive
260, 情已变回不去没人来决定，我只好选择离开因为我不够任性。,失望,negtive
261, 所有的离开都有原因，但你要坚信，你会遇到更好的，一定。,失望,negtive
262, 如果有一天你发现我已经离开，请你一定要记得我对你的爱。,失望,negtive
263, 我一定要离开一步一步走过，才明白生命里有许多路口交错。,失望,negtive
264, 一条路，两个人走，必须有个人离开，那么那个人一定是你。,失望,negtive
265, 其实我也不想离开你的，现在都已经这样了，你一定要过好。,失望,negtive
266, 我不会再继续喜欢你了，这段文字打完后我就打算离开你了。,失望,negtive
267, 一个真正懂你的人，欣赏你的人，一个，舍不得离开你的人。,失望,negtive
268, 如果有天你真的离开我，我会带着你给的记忆独自终老度过。,失望,negtive
269, 当我真的失望的那天，我会毫不留情的离开，头都不回的走。,失望,negtive
270, 我爱他，真的很爱，可是他却还是离开了，怎么挽留都没用。,失望,negtive
271, 请珍惜你身边默默爱你的人。或许，有一天当他真的离开了。,失望,negtive
272, 能不能假装你是不得不离开我，我真的不能接受你不再爱我。,失望,negtive
273, 有时候，我真的很想很想你，可是你已经离开我很久很久了。,失望,negtive
274, 原来世界上真的没有什么是永远。一段友情，离开了就淡了。,失望,negtive
275, 其实你离开我一点也不难过，因为我知道你并不是真的爱我。,失望,negtive
276, 我本来说要送她回去的，她执意不肯。最后决定各自打车离开。,失望,negtive
277, 如果你已经决定离开我的世界，那就请你别停下脚步回头看我。,失望,negtive
278, 爱你，我用了整整一生的感情；离开，却只是你一瞬间的决定。,失望,negtive
