,text,tag,senti_polarity
20, 容颜已逝，何人赏芳华，欲捧冬雪留残香，怎奈飞雪化作无情泪。舞罢蝶衣泪已衰，谁将风月谵林台，一番拜月一徘徊，余有容华无功过，空将泣笑两留白，露里飘萧影里埋。,乐观,positive
21, ⊙你的身影留在我的视野，或许天地曾经一片苍茫，你知道吗？你永远走不出我的祝福，我的思念…,乐观,positive
22, 如果你不肯付出一时的努力去博取成功，那么你可能就要用一生的耐心去忍受失败。,乐观,positive
23, ⊙真正的敏捷是一件很有价值的事。因为时间是衡量事业的标准，一如金钱是衡量货物的标准。一培根,乐观,positive
24, 世界上许多困难的事情都是由那些自信心十足的人完成的。如果你有了强大的自信，成功离你就近了。,乐观,positive
25, 态度造就成功，它会帮着你创造良好的运气，而运气往往就在你做出抉择的那一刹那产生或消失。,乐观,positive
26, 我们最常看到的结果是：终于明白要寻找的那个人是谁时，回首灯火阑珊处，已空无一人悲剧的开始往往毫无征兆。,乐观,positive
27, 真实是人生的命脉，是一切价值的根基，又是商业成功的秘诀，谁能信守不渝，就可以成为。,乐观,positive
28, ⊙士为知己者用嘛！人生得一知己无憾呐！人不能老是行时，在你背时的时候，有人还了解你，就是知己了。刘少奇引自《红旗飘飘》第20卷，第91页。,乐观,positive
29, 如果你相信自己是一个非凡人物，并付出努力的话，终将获得成功、幸福、健康，完成有价值的目标。,乐观,positive
30, ⊙没有德行的美貌，是转瞬即逝的；可是因为在你的美貌之中，有一颗美好的灵魂，所以你的美貌是永存的。——[英国]莎士比亚,乐观,positive
31, 做一棵树固然枝繁叶茂，可若木秀于林，难免风必摧之，反而做一棵草，更有春风吹又生的耐力。,乐观,positive
32, 从小时候一开始，一直以来，我的梦想就很直接且坦白，要做一个成功的明星，我要在舞台上跳最棒的舞，唱最好的歌，满足观众，也满足自己的表演欲，这个梦想早早的融入我的血液，成为我唯一的追求。,乐观,positive
33, ⊙拼搏，会使你潇洒地甩掉失败：拼搏，会使你创造出全新的自我：想当一名拓荒者，就应当有走向广漠荒原的勇气。,乐观,positive
34, 任何通向成功的道路都布满了荆棘，充满了数不清的辛酸与煎熬、艰难与困苦。但是只要我们把失败当作进步的台阶，以积极的心态去面对，就不会被困难打倒。其实，失败也是一种美丽。,乐观,positive
35, 【治愈系基地】努力等于成功，话是不错，不过，努力有助于某些人，但有时候也有害于某些人。,乐观,positive
36, ⊙如果你撒了谎，并且对谎话还发了誓，那你就跟那些并不是心灵上、道德上怯懦的人一模一样，人家就理应像对待伪誓、伪证的人那样蔑视你，惩罚你。——德莱塞,乐观,positive
37, ⊙最纯洁的信仰是对于高尚理想的信仰；他是超越个人的祸福观念的。生前的利害不足萦其心，生后的赏罚也不在其念。——佚名,乐观,positive
38, ⊙最可悲的是那些离成功只差一步时放弃攀登的人。倘若他后来习惯于用“我只差一步”来宽慰自己，这种可悲则是双倍的。,乐观,positive
39, 我该怎么说呢？我赞美敌人，敌人于是成为我的朋友：我鼓励朋友，朋 友于是成为手足。我要常想理由赞美别人，绝不搬弄是非，道人长短。想要 批评人时，咬住舌头；想要赞美人时，高声表达。,乐观,positive
40, ⊙成功是强而有力的补药，因为它能使才能作有力的应用，使我们的雄心和渴望，达到和谐的境界。——亚力山大,乐观,positive
41, 把顾客的事当做自己的事来办，设身处地多为顾客的需求与利益着想，没有不成功的事业。,乐观,positive
42, 瞩目远方，你才会加快步伐；观赏风景，你才会步履轻盈；结伴同行，你才能欢歌笑语；风雨兼程，你才能成功登顶。,乐观,positive
43, 奋斗是事业成功之源，事业是享受幸福之泉，幸福依靠健康搭建，健康需要快乐花瓣。年终了，吃好睡足穿衣暖，远离甲流防流感，开开心心过元旦！,乐观,positive
44, 人生的顺境、逆境，对于一个有智慧的人来说都是宝贵的经验，都可能从中累积成功的资本，人生即使偶尔跌倒了，只要自己不因此倒地不起，有时反而能有意外的收获。,乐观,positive
45, 在新的时代里，一次次新的独立，那就像征着一次次新的成功。过去的夜幕已不再黑暗，新生的太阳正从东方升起。,乐观,positive
46, 当你一开始学习并领悟把说话变成一种成功的资本时，你必须能发现其实成功并不像人们所想的那样艰难。,乐观,positive
47, 世界上成功的人生各有各的秘诀，失败的人生却都是相似的，那就是每天半夜12点以后无所事事却又不想睡。,乐观,positive
48, ⊙要经得起历史的考验，要准备接受长期的惨败。然而一切都会过去，只有真理留着。——[俄国]列夫·托尔斯泰,乐观,positive
49, ⊙如果我们自身毫无缺点的话，就不会以如此大的兴趣注意别人的缺点。自爱是最大的奉承者。一罗休夫柯,乐观,positive
50, ⊙文化的视野超越机械，文化仇恨着仇恨；文化有一个伟大的激情，追求美与光明的激情。——马大·安诺德,乐观,positive
51, 我认为做企业要有这些素质，特别在中国市场上，那就是：诗人的想象力、科学家的敏锐、哲学家的头脑、战略家的本领。——宗庆后,乐观,positive
52, ⊙如果没有永生的希望，即使过得是最幸福的一生，也只能称为可悲的一生。怀有永生的希望，即使过得是最不幸的一生，也算值得羡慕的。一生的幸或不幸，决定于希望之有无。,乐观,positive
53, 如果不战而全胜是你的战略目标，那么避实击虚就是达到这个目标的关键。通过集中你的资源来攻击对手的致命弱处，你就会获得成功。,乐观,positive
54, ⊙轻轻地，你离我而去，惟余满室相思。希望你鼓满理想的风帆，载着成功的希冀，驶向知识海洋的彼岸。,乐观,positive
55, 不要再把时间浪费在弥补自己的缺点上，不要再让所谓的短板阻碍你的成功之路，正视自己的不足，把握与信任自己的优势，扬长避短，那么你的命运将会由此改变。,乐观,positive
56, 失败就是失败，没有任何理由，不要拿任何借口，你要做得就是如何在失败中吸取教训，继续走向成功。,乐观,positive
57, 欢快要有悲伤作陪，雨过应该就有天晴。假如雨后还是雨，假如忧伤之后还是忧伤．那么只有从容面对离别之后的离别。微笑地往寻找一个不可能出现！,乐观,positive
58, 坚信梦想是价值的源泉，坚信眼光决定未来的一切，坚信成功的信念比成功本身更重要，坚信人生有挫折没有失败，坚信生命的质量来自决不妥协的信念。,乐观,positive
59, 这个世界并不是掌握在那些嘲笑者的手中，而恰恰掌握在能够经受得住嘲笑与批评忍不断往前走的人手中。成功需要成本，时间也是一种成本，对时间的珍惜就是对成本的节约。,乐观,positive
60, 永远像孩子一样好奇，像年轻人一样改变，像中年人一样耐心，像老者一样睿智；这样，成功就会如影相随。,乐观,positive
61, 你要是不会玩生活，生活就会把你玩了。感悟：人到老年，一定要肯玩，会玩，玩出快乐长寿，玩出幸福生活！,乐观,positive
62, ⊙在道德教育方面，只有一条既适合于孩子，又对各种年龄的人来说都最为重要，那就是：绝不损害别人。甚至教人为善这一条，如果不从属于这个教训，也是虚伪的，矛盾和有害的。——[法国]卢梭,乐观,positive
63, 暗恋与单相思的区别是：暗恋成功率为大于百分之零，而单相思为等于百分之零。,乐观,positive
64, ⊙工作愈做愈有味道，只要能耐下心来，慢慢自然会产生对工作的兴趣和喜悦。——[日本]松下幸之助,乐观,positive
65, 必成功方程式：1。要有明确的目标；2。要有详细的计划；3。要立刻采取行动；4。要修正你的行动；5。坚持到底。 ,乐观,positive
66, ⊙奢侈会破坏人们的心灵纯洁，因为不幸的是，你获得愈多，就愈贪婪，而且确实总感到不能满足自己。一安格尔,乐观,positive
67, ⊙成功的第一个条件是真正的虚心，对自己的一切敝帚自珍的成见，只要看出同真理冲突，都愿意放弃。——[英国]斯宾塞,乐观,positive
68, 我的手握着绳子的两端，然后把跳绳在后面的小腿，一把拉起，腿跳，跳绳喜欢聪明的孩子听话，我跳过去的成功。过奖了，比吃了蜜还甜。,乐观,positive
69, 生活要追求四度空间：宽度、深度、热度、速度；工作要形成五动个性：主动、行动、生动、带动、感动；人生须明确一个观念：只有缩短成功的日月，才能延长享受的时间！,乐观,positive
70, 人人都懂大道理，却难以控制小情绪。不成功，不是因为懂得少，想不到。往往是因为缺乏控制力。,乐观,positive
71, ⊙一个没有德行，不懂得人情世故，没有礼仪，却有成就，有价值的人，哪儿都是找不到的。[英]洛克《教育漫话》第77-78页。,乐观,positive
72, ⊙像一切美好的事物一样，道德也是从上帝那里来的。它不是人类思维的产品，而是天生的内在的美好性格。它多多少少是一般人类生来就有的，但是在少数具有卓越才能的心灵里得到高度显现。——歌德,乐观,positive
73, ⊙爱情就等于……生活，而生活是……一种责任、义务，因此爱情是一种责任。——[俄国]冈察洛夫,乐观,positive
74, 【女人幸福语录】用心去体会成功人的办事技巧，并总结出自己的不足之处。只有这样，才能抓住一切成功的机会，甚至是最渺茫的机会。,乐观,positive
75, 运好气才有好命运：爱情需要勇气，友情需要义气，亲情需要和气，干活需要力气，事业需要运气，生活需要好脾气。,乐观,positive
76, ⊙每个人都应该具有自己特殊的品格。当然，获得这一品格的过程，无疑也是一种艺术创造过程。——尼采,乐观,positive
77, 取人之直，疏其谄曲；取人之朴，疏其奢侈；取人之宽，疏其狭隘；取人之敏，疏其懒惰；取人之辨，疏其迷糊；取人之信，疏其虔偶。此乃用人之道也！,乐观,positive
78, ⊙不管怎么说，不怀希望、不求报答的爱肯定比一切工于心计的引诱更能打动一个女人的心。——[俄国]普希金,乐观,positive
79, ⊙在妇女染有庸俗化习气的家庭里，最容易培养出骗子、恶棍和不务正业的东西来。[俄]契诃夫《契诃夫手记》第16页。,乐观,positive
80, 太阳没有永明，月亮没有终圆；人生没有排练，生命没有预演；前进没有阻拦，后退没有惜怜；奋斗没有不苦，收获没有不甜；努力没有遗憾，成功不再遥远。,乐观,positive
81, ⊙恋爱是不能禁止的青年男子谁个不善钟情？妙龄女人谁个不善怀春？这是我们人性中的至圣至神。[德]歌德《维特与绿蒂》，《外国情诗选》第247页。,乐观,positive
82, ⊙一切都在路途荆棘丛中留下某种东西——羊群留下毛，人留下道德。普遍的道德是社会的基础，普遍的良心是法律的基础。最高的圣德便是为旁人着想。道德是真理之花。——雨果,乐观,positive
83, 立下志向，行动起来，勤奋，勤奋，再勤奋，让自己的人生充满希望，早晚有一天，火红的成功向你挥手，让你的人生刻下流传后世的丰碑。,乐观,positive
84, ⊙一个优秀的人，不为暂时得失而智昏，不因一刻激情而疯狂，不为繁杂琐事而无聊，不因浮威而低首。,乐观,positive
85, 坚韧是成功的一大要素，只要在门上敲得够久够大声，终会把人唤醒的。夫妇一条心，泥土变黄金。,乐观,positive
86, 一个确信自己是正确的人，是不会在乎别人的反应和认可的。如果你认为自己对，就应该走自己的路。,乐观,positive
87, ⊙自己的路，应该自己去走，总躺在妈妈的育儿袋里，永远也学不会生活。父母的”目送”恐怕要比“搀扶”好得多。,乐观,positive
88, ⊙史料譬如一堆散乱在地上的大钱，必须用一根绳才能把它们串起来，这根绳就是马克思主义的理论。翦伯赞引自《文史哲学者治学谈》第186页。,乐观,positive
89, ⊙人，就像钉子一样，一旦失去了方向，开始向阻力屈身，那么也就失去了他们存在的价值。——兰道,乐观,positive
90, 一个人倒下去之后，这个人的价值应该是增加的，因为教训能够使一个人成熟，成功能够使一个人头脑发昏，失败能使一个人更有价值。,乐观,positive
91, 相由心生，改变内在，才能改变面容。一颗阴暗的心托不起一张灿烂的脸。有爱心必有和气；有和气必有愉色；有愉色必有婉容。,乐观,positive
92, ⊙时间就是速度，时间就是力量。郭沫若《科学的春天》。时间是大公无私的法官时光会使最亮的刀生锈，岁月会折断最强的弓弩。[英]司各特《修墓老人》第257页。,乐观,positive
93, ⊙思念像一条流不尽的江河，思念像一片温柔的流云，思念像一朵幽香阵阵的鲜花，思念像一曲余音袅袅的箫音。,乐观,positive
94, ⊙大多数的科学家，对于最高级的形容词和夸张手法都是深恶痛绝的，伟大的人物一般都是谦虚谨慎的。——[澳大利亚]贝弗坦克奇,乐观,positive
95, ⊙要想在秋天里获得丰收，春天就必须播下种子，同时也要付出辛勤的劳动，秋天里才有获得丰收的可能。,乐观,positive
96, 当每一天的太阳射进窗户时，我快乐；当经过一番冥思苦想后攻克难题时，我快乐；当看到别人因为我的帮助而露出笑脸时，我快乐。我是一个爱创造快乐的人，快乐，会因为我或者你而流动，而传播。,乐观,positive
97, 张爱玲《心经》：你把人家的心弄碎了，你要她去拾破烂，一小片一小片耐心的给拼起来，像孩子们玩拼图游戏似的——也许拼个十年八年也拼不全。,乐观,positive
98, ⊙对周围世界的美感，能陶冶学生的情操，使他们变得高尚文雅，富有同情心，憎恶丑行。[苏]苏霍姆林斯基《和青年校长的谈话》第102页。,乐观,positive
99, ⊙如果爱劳动再加上教育；有教育再加上爱劳动，那有多好呢。[俄]契诃夫《契诃夫戏剧集》第419页。,乐观,positive
100, ⊙有时，机遇带给我们的线索的重要性十分明显，但有时只是微不足道的小事，只有很有造诣的人，其思想满载着有关论据并已发展成熟适于作出发现，才能看到这些小事的意义所在。——[英国]贝弗里奇,乐观,positive
101, 罗圈腿的奴性。它用恐吓来强迫弱者运转舌头，说些口是心非的语言和 非出本心的愿望；这些人好似一块块的抹布，任贫穷的手扔来扔去。,乐观,positive
102, 成功与失败之间，说简单也很简单，说复杂也很复杂。总而言之一句话，只要做人不失败，那就是最大的成功。,乐观,positive
103, 无论你多么努力的为了成功而去奋斗，如果你的心里还是，怀着对失败的恐惧，那么这种失败就会埋没你的付出，葬送你的努力，是你的成功变得更加遥不可及。,乐观,positive
104, ⊙我的名字对你有什么意义？它只会在纪念册的黄页上留下暗淡的印痕。但是在你孤独、悲伤的日子里，请你默念我的名字，并且说：有人在思念我。,乐观,positive
105, ⊙友情是信任，是理解、默契，从而使两颗心达到和谐与统要别人理解你，你就得理解别人：要理解别人，你就要有宽广的胸怀。,乐观,positive
106, 爱一个人总是从不知不觉开始，风平浪静甜甜蜜蜜，难以抽空学习研读“幸福”这两个字。到大势渐去，力挽狂澜时才知道当时不只是寻常。爱得最深往往也就是将尽时。,乐观,positive
107, 自满者败，败于自己，自矜者愚，愚及自身；只能战胜别人而不能战胜自己的人，终归不是强者。,乐观,positive
108, 不要总是不停地抱怨自己是一个奴隶，通过培养自己的高尚品格以及得体的举止，使自己超越奴隶的水平吧！在抱怨你是别人的奴隶之前，首先要确定你不是自己的奴隶。,乐观,positive
109, 【励志的句子】什么是梦？什么又是梦想？梦是期待，而梦想是坚强是你把飘渺的梦坚持作为自己理想的勇气和执着，是你对自己负责的最高境界。但扪心自问，我们有多少人能够成就自己心中最初的梦想？,乐观,positive
110, 梦想是无价的，人生的希望才是真正的财富。年轻人，不要轻易放弃你的梦想，放弃生活的希望。因为一旦放弃，即使你得到了其他的东西，但你的人生很可能从此失去意义，你也不会找到真正的快乐。,乐观,positive
111, ⊙一个人只有以他全部的力量和精神致力于某一事业时，才能成为一个真正的大师。因此，只有全力以赴才能精通。——爱因斯坦,乐观,positive
112, ⊙希望之桥就是从“信心”这个字开始的——而这是一条把我们引向无限博爱的桥。——[丹麦]安徒生,乐观,positive
113, 虽然每个生命都如流星般短暂，但并非每个生命都如流星般耀眼，忘却那份空无，让生命发出光亮，你便会永恒．,乐观,positive
114, 【心态决定命运】心态能使你成功也能使你失败。成功是由那些抱有积极心态并付诸行动的人所取得的。同一件事抱有两种不同的心态其结果也会不同，心态决定人的命运。 ,乐观,positive
115, ⊙为人父者要有耐性和其他美德，要有长者之风，要能养家活口，给妻儿以幸福，给孩子作出榜样。在孩子眼中，父亲应是英雄好汉，母亲应是女中之杰。——[泰国]牡丹,乐观,positive
116, 中秋节快到了，我在月亮下许了个愿，让幸福包围你，左边是健康，右边是美丽，前面是成功，后面是甜蜜，脚下踩平安，头上顶如意。开心快乐每一天。,乐观,positive
117, ⊙回忆往事，融融母爱填满我的胸壑：思念亲人，丝丝清泉流进我的心田。我多么盼望现在就飞到你的胸怀。,乐观,positive
118, 【治愈系基地】如果你能为了他人的利益而站起来呼吁；如果失败能够激励你去争取成功；如果你有勇气面对着危险。,乐观,positive
119, 爱会改变一个人，也会毁了一个人，所以爱情要慎重，爱情不是儿戏，如果爱情来了之后就应好好把握好好珍惜，不要等失去了才让自己后悔。,乐观,positive
120, 人生的奋斗目标不要太大，认准了一件事情，投入兴趣与热忱坚持去做，你就会成功哪怕是最没有希望的事情，只要有一个勇敢者去坚持做，到最后就会拥有希望。,乐观,positive
121, ⊙确信自己是很聪明的人，往往就是缺少智慧或者根本没有智慧的人。所有人的智慧加在一起也不能帮助一个没有自己智慧的人，正如失去视力的人不能用周围人的视力来弥补自己的缺陷一样。一拉布吕耶尔,乐观,positive
122, 当你珍惜过去、满意现在、乐观未来时，你就站在了生活的最高处；当你明白了成功不会造就你，失败不会击垮你，你就站在了生命的最高处。,乐观,positive
123, 人生就如牌局，发牌的是上天，而出牌的是自己，人生的航船要靠自己掌舵，只有高高扬起自信的风帆，乘风破浪，勇敢前行，穿越层层险滩暗礁，才会抵达成功的彼岸。,乐观,positive
124, ⊙勤勉。不浪费时间，每时每刻做些有用的事．戒掉一切不必要的行动。[美]富兰克林《富兰克林自传》第75页。,乐观,positive
125, ⊙平平淡淡地度过一生，决不是我们的座右铭。我们思维中有躁动不安的火热信念，我们梦想里有绚丽多彩的壮美图景！,乐观,positive
126, 成功对于勤奋者是收获的果实，对于坚持者是奋斗的目标，对于灰心者是一个永远无法到达的彼岸。,乐观,positive
127, ⊙一个人对待生活的态度应该这样：当他被生活隔阻时，不应悔恨、沮丧、甚至轻生；当他被生活宠幸时，不应骄傲，沉湎，甚至狂妄，而应该对生活充满信心，不断进取成功再成功。,乐观,positive
128, 我的心意，和清晨的阳光一起，把快乐带到你的心底，让你和我一起，伴随清风吹起，把一天的快乐举起，祝早安！,乐观,positive
129, 理想是指南针，带你走向成功，理想是成功，给你带来喜悦，理想是喜悦，迎接更美好的明天，理想是明天，创造美好的未来。,乐观,positive
130, 面对，不一定最难过。孤独，不一定不快乐。得到，不一定能长久。失去，不一定不再拥有。不要因为寂寞而错爱，不要因为错爱而寂寞一生。,乐观,positive
131, 男人对女人的伤害，不一定是他爱上了别人，而是在她有所期待的时候让她失望，在她脆弱的时候没有给她应有的安慰。,乐观,positive
132, ⊙生活的美妙就在于它的丰富多彩，要使生活变得有趣，就要不断地充实它。——[前苏联]高尔基,乐观,positive
133, 口里呼喊和平，但手里要有大棒。成功的家庭教育总是让孩子的身边有一个或几个最喜爱又最敬畏的人。,乐观,positive
134, ⊙真正有价值的东西不是出自雄心壮志或单纯的责任感；而是出自对人和对客观事物的热爱和专心。——爱因斯坦,乐观,positive
135, ⊙过度的希望，自然而然地产生了极度的失望。[阿根廷]博尔赫斯《巴别图书馆》，《博尔赫斯短篇小说集》第64页。,乐观,positive
136, ⊙爱情浓厚的夫妻生的孩子，往往赋有爱情的特色：温柔、活泼、快乐、高尚、热心。——巴尔扎克,乐观,positive
137, ⊙朋友之间必须是患难相济我们结友谊，应当选择那些在危险时能够在我们旁边的作为同盟。[古希腊]伊索《伊索寓言》第105页。,乐观,positive
138, 对别人的失误幸灾乐祸是缺乏修养的表现，对别人的成功嫉妒挑剔是缺才少德的暴露。,乐观,positive
139, ⊙一个人有了崇高的伟大的理想，还一定要有高尚的情操。没有高尚的情操，再崇高、再伟大的理想也是不能达到的。——陶铸,乐观,positive
140, ⊙婚姻就像一把剪子，两片紧密相连，无法分开；行动时总是背道而驰，但对任何介入其中者，必加惩罚。一史密斯,乐观,positive
141, ⊙生存还是毁灭，这是一个值得考虑的问题：默默忍受暴虐命运的箭矢，还是挺身反抗无涯的苦难，在奋斗中结束一切？这两种行为，究竟哪一种是更勇敢的？——[英国]莎士比亚,乐观,positive
142, 【勇气】 勇敢的承认自己不知道的事情，才能学习并进步。 勇气只是多跨一步超越恐惧。 抱怨自己没有机会的人，多半没有勇气冒险。,乐观,positive
143, 荒漠里的小草最顽强，悬崖上的松柏最挺拔，逆境中奋起得人生最壮丽。,乐观,positive
144, 机会是一个俏丽、调皮而又任性的姑娘，她只钟情于积极的、永不懈怠的追求者。勇敢地向命运挑战的人，终将得到她的青睐。,乐观,positive
145, ⊙有理智的爱，大概是父母与儿女之间相互关系的基础。爱以相互信任为前提——做父亲的也同做儿子信任父亲一样，父亲也必须信任儿女。——[俄国]别林斯基,乐观,positive
146, 将自己的自信与对自己梦想的追求凝结成了一种信仰，正是这种信仰的力量在引领着，让他们拥有了无比的活力，成功的事业乃至幸福的人生。,乐观,positive
147, 成功的秘诀在于走在希望的路上，在于胸怀始终不渝的信念，在于不问收获，默默地耕耘！不走亲，不访友，不在外边到处走。,乐观,positive
148, 做好防护，是对自己负责，也是对家人和社会负责。目前，疫情仍在扩散，部分地区已有家庭聚集性疫情发生。我们每个人既是自己健康的责任人，又是他人健康的守护者。疫情面前，让勤洗手、戴口罩的小习惯守护你和家人的大健康。同时，如果你来自疫情发生地或者存在感染者接触史，请积极配合有关部门做好医学观察；如果你有发热、乏力等不适，请及时主动就医。此刻，你我他命运相连，唯有彼此负责、相互关爱，才能抵御疫情、共克时艰。只有人人提高警惕、做好防范，我们才能最大限度守护好自己和家人的健康，才能最快最有效遏制住疫情蔓延的势头。,乐观,positive
149, 【抗击疫情的武汉的句子】平遥人民志向大，汉正街上闯天下。疫情危及你我他，家乡人民心牵挂。疫情传播是灾害，自己身体自己爱。独居家中隔离开，不让亲人受伤害。隔离观察不出门，避免疫情人传人。多开窗户多通风，每天两次测体温。清洁消毒保自身。肉食彻底来烹饪，营养搭配要均衡。生活保障不用愁，党和政府来解忧。米面蔬菜和粮油，及时配发送你手。物质生活有保障，精神食粮要跟上。电视新闻天天看，政策知识记心上。呆在家里不出门，也要适量来运动。有效措施来防控，强身健体是根本。观察隔离家里呆，一定保持好心态。防护措施用起来，避免感染见效快。大家谁也不容易，一定平心要静气。理解配合不放弃，战胜疫情夺胜利。,乐观,positive
150, 秋天也很好，桂花会开，空气会香甜，我们会变好，一切充满希望，温柔又热烈。隔离观察俩星期，对外联系用手机。,乐观,positive
151, 自由的生活，才能让自己活得更有底气。所以，多花时间努力，少点功夫矫情。冠毒扰闹黄鹤楼，尝尝十亿铁拳头,乐观,positive
152, 早上还是小雨连绵，中午就出太阳了，我始终相信天色会预示着人世变化，经历磨难后的中国一定会慢慢晴起来的，武汉加油！,乐观,positive
153, 姑娘，你要努力，你想要的，只能你自己给。别人给的，你要问问自己，拿得起么。翻来覆去讲道理，说来说去全为你。,乐观,positive
154, 一场疫情，让我们明白：人生来来往往，并无来日方长，生命脆弱短暂，必须懂得珍惜。趁现在还活着，想做的事，别拖延，想见的人，早点见，别给自己留下终身的遗憾。,乐观,positive
155, 抗击病毒这就是一场战争，医院即是战场，所有坚守岗位的医护人员、警务人员、社区工作者、志愿者、守在村口顶着雪还坚守阵地的大爷们都是战士。所有牺牲者都是烈士，应该向她们深深的致敬!,乐观,positive
156, 哪有什么岁月静好，只不过是有人在替你负重前行，向正在一线奋斗的所有医护人员致敬，风浪都会过去的，武汉，加油！,乐观,positive
157, 【抗击疫情的武汉的句子】战疫情，抗病毒，又是一个大战疫。总书记，来布署，一级响应擂战鼓。十万火急总动员，联防联控保平安。,乐观,positive
158, 2020年最美的面孔：快乐，平静，自信，坚定…他们是父亲，母亲，丈夫，妻子，儿子，女儿，朋友。他们有所爱的人，也有人爱他们。他说“春暖花开，我便归来。”,乐观,positive
159, 各地区医院支援武汉的医疗队员们已经开始“战斗”疫情，一方有难，八方支援，抗击疫情，同心行动！这是一场没有硝烟的战争，更是一场大练兵，终相信胜利是属于我们的！武汉挺住！中国加油！,乐观,positive
160, 宅家十天并不寂寞，网络、电视、广播资讯四通八达，我们看到了上下齐心共抗疫情的决心，更坚定“宅在家不添乱”的决心。宅不仅为自己健康，也是对社会负责,乐观,positive
161, 与人分享才是对你付出的一种肯定，也许你不是最努力的，但是你确实最有存在价值的。超市入口轮值守，阻断流动传播源。,乐观,positive
162, “路不险则无以知马之良，任不重则无以知人之德。”疫情是一场大考，检验着每一个人。越是危难时刻，越是重任在肩，越需要我们保持战斗状态，坚决打赢疫情防阻击战。,乐观,positive
163, 增强防范重大风险的意识，克服麻痹松懈思想，坚持预防为主、预防与处置相结合的原则，进一步强化对疫情防控工作的组织领导。,乐观,positive
164, 我努力赚钱的目的，就是想让我爸妈在给自己买东西的时候能像给我买东西的时候一样干脆。八十高龄上前线，上面每天发文件。,乐观,positive
165, 疫情结束了，去见想见的人、去想去的地方、去吃想吃的美食；疫情结束了，愿日子清净、抬头遇到的都是柔情！,乐观,positive
166, 美好生活需要靠自己努力奋斗，工作、生活，要分得清清楚楚，吃一堑长一智！及早发现早报告；电话报到村医室；,乐观,positive
167, 人生的挑战，无处不在，满怀信心，轻装上路，明天永远是充满希望的战场。经常不断吃豆渣，预防癌症亦妙招。,乐观,positive
168, 在全国人民为武汉加油的时候，在医护人员拼命的时候，在所有资源向武汉倾斜的时候，一群病毒携带者从武汉向全国各地输送。不是出了武汉你们就是健康的。自己一点都不干净心里没点数吗?这时候为什么人嫌狗憎心,乐观,positive
169, 辛苦啦，最美的人！每当危难时刻，总有一群人冲在最前线保护我们！我很骄傲我是一个中国人。加油，武汉！,乐观,positive
