,text,tag,senti_polarity
100, 你的离开我不怪你，只怪我自己在埋怨，只怪我不够魅力挽你。,伤心,negtive
101, 现在终于相信距离产生美了，果然在离开你后发现自己变帅了。,伤心,negtive
102, 有时候等待不是为了你能回来，而是让自己找个理由不要离开。,伤心,negtive
103, 有一天，你会感谢离开的那个人，是他的离开，让你找回自己。,伤心,negtive
104, 远离曾经的故土，离开熟悉的人群，只为释放自己压抑的灵魂。,伤心,negtive
105, 在爱的时候，你就要相信自己。在离开的时候，你要相信自己。,伤心,negtive
106, 在别人离开之前，我先离开。因为这是保护我自己的唯一办法。,伤心,negtive
107, 对方对你不好，正是给你机会离开他，对自己好。人贵在自爱。,伤心,negtive
108, 放不下，忘不掉，戒不了，走不开，告诉自己，让自己离开你。,伤心,negtive
109, 为什么你们最后都要选择离开我，还要留下我一个人在原地等待。,伤心,negtive
110, 如果一个人离开了自己心爱的人，对这个人来说，生命就停止了。,伤心,negtive
111, 被迫离开一个人像是捱了一刀血不住的自伤口冒出来还不知道痛。,伤心,negtive
112, 如果有一天我离开了你的世界，请记得有那么一个人一直很爱你。,伤心,negtive
113, 开始，我们一人来到这世上。结束，我们又是一个人离开这世界！,伤心,negtive
114, 离开是一个人的事情，不需要对谁说再见，本就未见，何来再见。,伤心,negtive
115, 走了太久应该由一个人来面对，或许离开便可以把一切变得干脆。,伤心,negtive
116, 一个人的身边位置那么少，一个人想进来，另一个人不得不离开。,伤心,negtive
117, 一个人是一种缘分，但爱上男人，离开一切一个人，是自己的事。,伤心,negtive
118, 你给了我这么多希望，然后又独自离开，留我一个人在原地悲哀。,伤心,negtive
119, 我们一起计划好的未来，你却抽身离开，丢下我一个人原地徘徊。,伤心,negtive
120, 该爱一个人的时候，绝不拖拉。该离开一个人的时候，也很及时。,伤心,negtive
121, 一个人走在街头，想着温柔的某某某，你离开了我，我该怎么做？,伤心,negtive
122, 如果你不是真的想离开一个人，那就最后要不要随便跟他说分手。,伤心,negtive
123, 戏剧性的人生最后只剩自己的确说中了，我将是最后一个离开的。,伤心,negtive
124, 有的时候，你需要离开某人一段时间，才会发现自己有多需要他。,伤心,negtive
125, 很快，离开很快，很长，忘记很长。但这没什么，我只守着自己。,伤心,negtive
126, 我都忘记了从前的自己是什么样子了，自从你离开后我彻底变了。,伤心,negtive
127, 没有谁是谁的谁，离开你，我会过得更好，要经常对自己这样说。,伤心,negtive
128, 等你离开我了，我就把自己的头发剪成短发，很短的那种男人头。,伤心,negtive
129, 不管男人女人都一样，透透风可以，但是永远不要离开自己的树。,伤心,negtive
130, 你说王子等待了九十九天，第一百天为了证明自己的尊严而离开。,伤心,negtive
131, 其实离开是最好的解脱，为什么要让自己受着伤还要去苦苦挣扎！,伤心,negtive
132, 有时候会对着自己的影子说：是不是你不够好，才让他离开了你。,伤心,negtive
133, 亲爱的，如果你不爱我了，请不要告诉我，让我自己默默地离开。,伤心,negtive
134, 等待、不是为了你回心转意回来；而是，为自己找个借口不离开。,伤心,negtive
135, 有些人离开了之后才发现，离开的人是自己的最爱。《东邪西毒》,伤心,negtive
136, 随时可以离开。想安静的时候，即使在他身边，也象是自己一个人。,伤心,negtive
137, 我因为了解才分开，甜蜜不能够倒带，选择离开是我一个人的悲哀。,伤心,negtive
138, 我知道你对我的爱，心疼你为我等待。选择离开是我一个人的悲哀。,伤心,negtive
139, 如果你爱一个人很久都没回应，与其乞讨着爱情，不如骄傲的离开。,伤心,negtive
140, 每个人身边的位置都不是非谁不可，一个人离开自有另一个人补上。,伤心,negtive
141, 一个人身边的位置只有那么多，有的人进来，有的人就不得不离开。,伤心,negtive
142, 不能让一个人成为你的全部，因为一旦他离开了，你便一无所有了。,伤心,negtive
143, 一个人的心装不了两个人，一个人想进来，那另一个人就必须离开。,伤心,negtive
144, 在爱情和友情里，无论谁离开了你，别忘了你本就可以一个人生活。,伤心,negtive
145, 分手并不可怕，可怕的是一个人离开，你却依旧停在原地等人回头。,伤心,negtive
146, 为何天亮后要离开，浓重的一笔伤害，我们自己的爱，却不能主宰。,伤心,negtive
147, 为你等待，不是期望你能回来，只不过是为自己找了个借口不离开。,伤心,negtive
148, 她以为自己只是离开了一个转身的距离，没想到却是一片恣肆的海。,伤心,negtive
149, 无数次的问自己，如果有一天我离开你，你会挽留我吗你会等我吗？,伤心,negtive
150, 我以为离开这里就不会有伤口，却忘了自己本身既是刀锋，也是肉。,伤心,negtive
151, 留在地面的小羊告诉自己，数到一百的时候，它就要离开这个地方。,伤心,negtive
152, 也许我早该知道你会有离开我的那一天，只是自己不愿意接受罢了。,伤心,negtive
153, 转身离开，我们都需要忏悔自己，原来我们的承诺只是善意的谎言。,伤心,negtive
154, 再怎么爱你，那也只是过去。只是不明白自己为何一直舍不得离开。,伤心,negtive
155, 在街上走的时候不让你离开自己1米，永远不让你走靠马路的那边。,伤心,negtive
156, 等待有的时候并不是等你能回来，而是为自己找一个不离开的借口。,伤心,negtive
157, 如果我身边的每一个人终究都要离开我，那我宁愿我从来没有拥有过。,伤心,negtive
158, 如果一个人离开君，别问为什么，因为君能想到的所有理由都是对的。,伤心,negtive
159, 如果一个人走进你的心里并改变了你的生活，那么，请不要让他离开。,伤心,negtive
160, 所谓长大，就是看着身边爱自己的人一个个离开。,伤心,negtive
161, 我对自己说，我好想自己有一天离开家里去留学。,伤心,negtive
162, 如果他是真的比我还要爱你，我才会逼自己离开。,伤心,negtive
163, 这世界，永远不离开自己的，始终是自己的影子。,伤心,negtive
164, 默默的放弃，悄悄的离开，寻找属于自己的天空。,伤心,negtive
165, 在看到他要离开这所学校的时候，我自己也哭了。,伤心,negtive
166, 谁离开谁，谁也不会死，只是有一个人会心痛罢了。,伤心,negtive
167, 说一个人的改变，是从另一个人的到来或离开开始。,伤心,negtive
168, 我也爱过但是却没有找到永远，就这样一个人离开。,伤心,negtive
169, 总有一个人的离开，会让你瞬间觉得自己一无所有！,伤心,negtive
170, 相遇是两个人的巧合，离开却成了你一个人的选择。,伤心,negtive
171, 想要套住一个人，必须让他知道你随时可以离开他。,伤心,negtive
172, 你说过永远永远不离开，怎么现在只剩我一个人爱。,伤心,negtive
173, 感情就是你明明知道要离开一个人，但就是做不到。,伤心,negtive
174, 我不是个滥情的人，但离开了你，我却失去了自己。,伤心,negtive
175, 是人都有累的时候，离开是为了给自己安静的理由。,伤心,negtive
176, 天慢慢黑乐，她们慢慢离开乐，我自己慢慢德生活。,伤心,negtive
177, 微笑看你转身离开，然后轻扯嘴角，抽自己一耳光。,伤心,negtive
178, 为什么弄脏了自己才明白有些东西再爱还是会离开。,伤心,negtive
179, 我感觉自己现在的心情非常的好离开你真的是对的。,伤心,negtive
180, 转身离开，放开她放了自己，也是给彼此一条生路。,伤心,negtive
181, 总是说着要离开，却一再为自己找不到离开的理由。,伤心,negtive
182, 你的怀里有了她。我还能什么理由不再让自己离开。,伤心,negtive
183, 我那么爱你爱到连自己都不要可是爱到你离开了我。,伤心,negtive
184, 信誓旦旦的说害怕我离开，结果是他自己先走散了。,伤心,negtive
185, 只是等你离开后发现自己总是口无遮拦，谎话连篇。,伤心,negtive
186, 有时候，看着身边的人离开自己，却觉得束手无策。,伤心,negtive
187, 有些时间，学会离开是给自己选择了更宽阔的未来。,伤心,negtive
188, 你离开多久了，我不愿意想起，宁愿自己已经忘记。,伤心,negtive
189, 你是我自己找来的痛，我又何必在离开后独自喊痛。,伤心,negtive
190, 世上总有一个人，住在你的心里，从来也不曾离开过。,伤心,negtive
191, 当一个人有了离开的念头，就注定回不到原来的位置。,伤心,negtive
192, 有时候，爱上一个人的原因，也是离开一个人的原因。,伤心,negtive
193, 日，爱一个人，从不离开回旋的余地，也就不是爱了。,伤心,negtive
194, 别在意谁离开了你，也别忘了你本就可以一个人生活。,伤心,negtive
195, 三个人，总有一个人会离开，爱情如此，友情亦如此。,伤心,negtive
196, 自离开你，再也没如当初爱你般，去爱过任何一个人.,伤心,negtive
197, 有一个人离开了我的世界，但却没有离开过我的内心。,伤心,negtive
198, 友谊和爱情一样，你其中一个人离开我都会哭会伤心。,伤心,negtive
199, 原来所谓的痛，就是当你很爱一个人时，他却离开了。,伤心,negtive
200, 总要学会自己一个人，就算是影子也会有离开的时候。,伤心,negtive
201, 要想真正留住一个人就要告诉他，你随时可以离开他。,伤心,negtive
202, 一个人的到来或一个人的离开，都可能改变另一个人。,伤心,negtive
203, 一个人说走就走的旅行，写给很久以后离开你的自己。,伤心,negtive
204, 有时候拖着箱子离开一座城市或者一个人的感觉真好。,伤心,negtive
205, 你走了，抛下我，一个人带着属于我们的回忆离开了。,伤心,negtive
206, 其实在你离开之后，时间让我学会了如何原谅一个人。,伤心,negtive
207, 你那颗心永远也无法只属于我一个人，所以请你离开。,伤心,negtive
208, 你受够了等待我所谓的铺排，一个人离开了我的世界。,伤心,negtive
209, 是我不小心闯进了你的世界，那么我会自己悄悄离开。,伤心,negtive
210, 如果我离开你那么一段时间，请你替我照顾好你自己。,伤心,negtive
211, 如果有一天我要离开，我会留下所有，只带走我自己。,伤心,negtive
212, 当决定离开的那一刻起，也要确定自己连头都不会回。,伤心,negtive
213, 关于你的一切我会慢慢离开，好让自己不会那么难过。,伤心,negtive
214, 当我离开你以后，才发现自己爱笑的眼睛已盈满眼泪。,伤心,negtive
215, 自己先离开的人，凭什么还有脸要求别人在原处等待。,伤心,negtive
216, 你离开以后的第二个夏天，我把自己折磨得不成人形。,伤心,negtive
217, 每天都有人离开，不知何时到达自己到达不了的永远。,伤心,negtive
218, 最悲哀的事情，就是明知自己是备胎却还舍不得离开。,伤心,negtive
219, 真正爱你的人，不会因为自己不是你的谁，就离开你。,伤心,negtive
220, 有些人离开之后，才会发现离开是人才是自己的最爱。,伤心,negtive
221, 请你把自己团成团，以一种圆润的方式离开我的视线。,伤心,negtive
222, 你离开的太久，我开始怀疑，自己是否真实觅见过你。,伤心,negtive
223, 你让我搞清自己的地位，所以我选择了离开你的世界。,伤心,negtive
224, 你是不是也感觉自己很多余，才选择了最后默默离开。,伤心,negtive
225, 你是不是有时候因为觉得自己多余，才选择先离开的。,伤心,negtive
226, 我不知道我们能维持多久，我不想我们任何一个人离开。,伤心,negtive
227, 如果一个人注定要离开你的时候，他的呼吸都在骗你的。,伤心,negtive
228, 当你真正在乎一个人的时候，最惧怕的事是他会离开你。,伤心,negtive
229, 爱一个人，就是默默地守护彼此。即使离开，依然爱你。,伤心,negtive
230, 你所谓的不离开就是，大言不惭的说完后留下我一个人。,伤心,negtive
231, 总有那么一个人，会在离开的时候在你伤口上撒一把盐。,伤心,negtive
232, 你的离开带走了两个人的浪漫，我学会了一个人的爱情。,伤心,negtive
233, 每一场爱情里，都会有一个人走错路，然后匆忙的离开。,伤心,negtive
234, 在你离开之后忽然的感觉世界离我都远了只有我一个人。,伤心,negtive
235, 你离开了我，却不把我也带走，让我一个人伤心的落泪。,伤心,negtive
236, 你离开之后，我发现一个人应付这个世界真的有点吃力。,伤心,negtive
237, 我告诉自己你离开的时候不能哭，可是心却不听我指挥。,伤心,negtive
238, 我离开了，你要好好照顾自己，不要再说自己的不好了。,伤心,negtive
239, 我把自己最喜欢的东西都给了你，可是你却还是要离开。,伤心,negtive
240, 当我离开你以后，才发现自己爱笑的眼睛已是冷泪盈眶。,伤心,negtive
241, 任何时候，要告诉自己，一个不爱你的人离开，是幸运。,伤心,negtive
242, 害怕别人离开自己，就要让自己狠狠的扎进别人的生活。,伤心,negtive
243, 我等你其实不是等你回头，而是给自己一个理由不离开。,伤心,negtive
244, 记得自己说过，你如果选择离开，那么就决定不要联络。,伤心,negtive
245, 原来你离开我，只是为了重新定义自己在爱情里的位置。,伤心,negtive
246, 指着你的心问你自己，如果我离开了，你这里还不会痛。,伤心,negtive
247, 明明对自己说了没关系，心在滴血却还是想要放你离开。,伤心,negtive
248, 尽管空气很稀薄，但是离开它，我却发现自己无法呼吸。,伤心,negtive
249, 早一些离开，也许我们便会自己好一点，爱自己多一点。,伤心,negtive
250, 女人、给自己下最后的自尊、抬头、挺胸、骄傲的离开。,伤心,negtive
251, 为甚么在一路必要两个人同意，离开却只用一个人做抉择。,伤心,negtive
252, 我不是勇敢的孩子，我没有勇气离开你，然后一个人生活。,伤心,negtive
253, 为什么在一起须要两个人批准，离开却只用一个人做决议。,伤心,negtive
254, 害怕分离，害怕离开，害怕失去，更害怕一个人承担一切。,伤心,negtive
255, 别总抱怨别人离开留下你一个人，其实自己也曾有过抛弃。,伤心,negtive
256, 当你离开我跑到她身边时，却留下我一个人躲在原地哭泣。,伤心,negtive
257, 你无法改变一个人；要么接受一个真实的他，要么离开他。,伤心,negtive
258, 毕竟心里的位置太少，一个人要进来另一个人必须要离开。,伤心,negtive
259, 一个人在你身边久了，即使你不喜欢他，也不舍得他离开。,伤心,negtive
260, 我离开了你的世界，我过我自己的生活，不要再来打扰我。,伤心,negtive
261, 我怜惜你，所以爱上你；我更怜惜我自己，所以我离开你。,伤心,negtive
262, 他的背叛，只是让我给了自己个理由，下定决心离开罢了。,伤心,negtive
263, 听说你离开之后过得不好，虽然替你难过，但替自己开心。,伤心,negtive
264, 如果不能卑微的留下，那么就骄傲的离开，做自己的女王。,伤心,negtive
265, 如果有一天你真的离开了，只怪自己不够好，没能留住你。,伤心,negtive
266, 当自己爱的人要离开，却无力挽回。我会觉得自己很无能。,伤心,negtive
267, 很多时候，就是感觉自己多余了，所以才会选择默默离开。,伤心,negtive
268, 给自己加油，相信即使所有人都离开你，还有影子陪着你。,伤心,negtive
269, 不敢对自己爱的人，抱有太多的期望，害怕他会突然离开。,伤心,negtive
270, 不指望谁能陪我一辈子，没光的时候连影子都会离开自己。,伤心,negtive
271, 可以离开的时候，我会告诉你，不让自己这么的自作多情。,伤心,negtive
272, 明明知道有的人离开了就不会再回来，可是自己还是在等。,伤心,negtive
273, 不要去挽留想离开的人，要不然这孙子还以为自己是个爷。,伤心,negtive
274, 我们说要笑着离开，转身离开后才发现自己已经满眶泪水。,伤心,negtive
275, 人、带着自己的哭声来到人间，带着别人的哭声离开人世。,伤心,negtive
276, 朋友会离开你，爱的人会背叛你，真正爱自己的只有父母。,伤心,negtive
277, 你离开以后，我只是在微笑因为，我庆幸自己没有挽留你。,伤心,negtive
278, 你失去了我，也收获了自己；我离开了你，也完整了自己。,伤心,negtive
279, 当你用心爱一个人的时候，你也要做好他随时会离开的准备。,伤心,negtive
280,可以杜撰，因它是过去了的，无从考证。,伤心,negtive
281,少女情怀、撒娇、赖皮、耍宝，在我还不懂爱的青涩时光，我花光了所有力气去爱一个人，学习尝试怎样付出。,伤心,negtive
282,责任、记忆搁置。,伤心,negtive
283,一个月、一天、一个时辰，都算不得一辈子。那，不如相忘于江湖。,伤心,negtive
284,你的缘分。,伤心,negtive
285,静静地想着、默默地爱着。,伤心,negtive
286,吻我的脸、说爱我时的深情。,伤心,negtive
287,替我扛下。,伤心,negtive
288, 热闹，即使再热闹，也都听到的寂寞的心跳。,伤心,negtive
289, 从明到暗黑夜到白昼，有整个星球的寂寞流动。,伤心,negtive
290, 鸣蝉：经住三年寂寞，才有尽情歌唱。,伤心,negtive
291, 单独一个人不寂寞，在茫茫人海中，最寂寞。,伤心,negtive
292, 空一点，也不错，寂寞一点，也很有味道。,伤心,negtive
293, 清音问阙今何许，寂寞芳菲四月天。,伤心,negtive
294, 忧郁和寂寞忽然就像大雨降落，我来不及闪躲。,伤心,negtive
295, 风没给我指引方向，尽是风干了的寂寞与枯萎。,伤心,negtive
296, 行单影支，拉斜的身影，显落寂寞。,伤心,negtive
297, 你心里装的是他，我只是你寂寞时候的玩具。,伤心,negtive
298, 寂寞的笔，诠释着别人的幸福。,伤心,negtive
299, 在你回来后，只会觉得。自己太寂寞。,伤心,negtive
300, 99999欢乐背后是无尽的寂寞。,伤心,negtive
301, 寂寞与我为邻，习惯了自己一个人。,伤心,negtive
302, 寂寞，抒写久叻。吔就忘叻、什么是快乐。,伤心,negtive
303, 一起高歌吃喝玩乐，一把声音说我寂寞。,伤心,negtive
304, 缘散时，无须，过后只是无边的寂寞。,伤心,negtive
305, 那些沉默伫立的楼，就像我一样寂寞无助。,伤心,negtive
306, 你不会太寂寞，因为我不曾离开。,伤心,negtive
307, 不在寂寞中升华，就在寂寞中死亡。,伤心,negtive
308, 最后那抹微笑，被埋没在寂寞的夜空。,伤心,negtive
309, 一个人的时候，寂寞的时候，我该找谁来陪伴我。,伤心,negtive
310, 说寂寞习惯我、还不如说我习惯了寂寞。,伤心,negtive
311, 独自一个人，可以走的更远，但也会更寂寞。,伤心,negtive
312, 不能爱我就不要来招惹我，染指我的寂寞。,伤心,negtive
313, 寂寞死灰人丧偶，婆娑生意树交阴。,伤心,negtive
314, 寒冷寂寞的生，却不如轰轰烈烈的死。,伤心,negtive
315, 下辈子我要当一座山，至少我不会寂寞。,伤心,negtive
316, 绿窗贫家女，寂寞二十余。,伤心,negtive
317, 回忆如困兽因为寂寞太久所以渐渐温柔。,伤心,negtive
318, 一个人，心中有爱，就不会寂寞。,伤心,negtive
319, 别夸张了寂寞，身边只是少了你罢了。,伤心,negtive
320, 我会一直等你，纵使寂寞成海。,伤心,negtive
321, 每颗心的寂寞，每颗心的懦弱都盼望被触摸。,伤心,negtive
322, 你说你爱我却要躲着我，让我寂寞让我疑惑。,伤心,negtive
323, 我们都是寂寞的玩偶，我们都是不被上帝宠的孩子。,伤心,negtive
324, 我上线只是为了打发寂寞，我隐身是想止住思念。,伤心,negtive
325, 在幸福与寂寞面前。我又一次选择与幸福背道而驰。,伤心,negtive
326, 爱，不外是两颗寂寞的心相互安慰。,伤心,negtive
327, 寂寞时可以找我，我会是你的忠实听众。,伤心,negtive
328, 花开寂寞，不经寂寞，哪来芬芳如许。,伤心,negtive
329, 一个人不寂寞，想念一个人才寂寞。,伤心,negtive
330, 一旦你开始想要倾诉，你就会开始寂寞。,伤心,negtive
331, 我的记忆里，没有你，只剩空虚与寂寞。,伤心,negtive
332, 如果说黑夜能不寂寞，关上灯一个人失落。,伤心,negtive
333, 死不了就还好，我寂寞寂寞就好了。,伤心,negtive
334, 一个人的生活一直过着，一个人的寂寞无人知晓。,伤心,negtive
335, 昨夜的窃窃私语，今天一个人歌颂寂寞。,伤心,negtive
336, 爷读的不是书，读的是寂寞。,伤心,negtive
337, 谁都会有寂寞，想念一个人的时候。,伤心,negtive
338, 吸、释不了你的难过，烟、饰不住你的寂寞。,伤心,negtive
339, 一颗狂妄的少年心，按捺不住寂寞的洗礼。,伤心,negtive
340, 横汾路，寂寞当年箫鼓，荒烟依旧平楚。,伤心,negtive
341, 拣尽寒枝不肯栖，寂寞沙洲冷。,伤心,negtive
342, 乌云蔽月，人迹踪绝，说不出如斯寂寞。,伤心,negtive
343, 有一种戒不掉的瘾叫做寂寞。,伤心,negtive
344, 没有快乐可以挥霍，只能任由寂寞泛滥。,伤心,negtive
345, 你的寂寞就给我承受，换你过更好的生活。,伤心,negtive
346, 低吟你给的寂寞，闭上眼睛是种享受。,伤心,negtive
347, 生活，不是不寂寞，只是不想说。,伤心,negtive
348, 用头发遮住自己的眼睛，掩饰自己寂寞的眼神。,伤心,negtive
349, 我又在掩饰寂寞，为什么心还在痛着。,伤心,negtive
350, 伤感寂寞太会见缝插针，我拿什么来与它抗衡。,伤心,negtive
351, 最近迷恋的人太多表示有点小寂寞。,伤心,negtive
