,text,tag,senti_polarity
41, 你要的不是我，心碎的失去轮廓。我被遗忘在你遗忘的角落。,伤感,negtive
42, 听着错过的情人，听到我心碎。,伤感,negtive
43, 习惯了你的忽冷忽热，熟悉了一种心碎的声音。,伤感,negtive
44, 分钟可以让人心碎，小时可以喜欢上个人，天可以爱上个人，但用生的时间才可以忘掉个人。 （一品句子整理）,伤感,negtive
45, 心碎要到什么时候，才会停止这股伤感的风。,伤感,negtive
46, 夜、一个人睡，懂得了品味；酒、一个人醉，懂得了心碎。,伤感,negtive
47, 看着你离开的背影，我心碎了。,伤感,negtive
48, 如果某天你落泪了，泪的重量足以让我心碎，我才明白，爱情专一且重感情的我才是最脆弱。,伤感,negtive
49, 世上最心碎的距离不是城市的距离，而是我在你面前你依旧不懂我。,伤感,negtive
50, 我是个眼里只有你的瞎子，我很少掉眼泪却总是为你哭的心碎。,伤感,negtive
51, 看着你居然能看到流泪，不是我心碎了，而是我太爱你了，不是我难过了，而是我太幸福了。,伤感,negtive
52, 这是什么声音，心碎的声音。,伤感,negtive
53, 爱你爱的再深，你也无动于衷，你对我越凶，我的心碎的更厉害，可是我依然对你不死心。,伤感,negtive
54, 你把我灌醉，你让我心里心碎，爱的收不回。,伤感,negtive
55, 橙黄色的阳光，暖的人心碎，带点怀旧。,伤感,negtive
56, 一杯茶，还没喝就凉了，一杯酒，刚下咽就苦到了心碎，一些人，走着走着就散了。,伤感,negtive
57, 你从未见过我流泪，又怎知我不会心碎。,伤感,negtive
58, 泪流了，后悔了。心碎了，明白了.我们的爱已经停止了。,伤感,negtive
59, 隔墙有耳，我没发现真的会是你听见我的心碎。,伤感,negtive
60, 情歌唱到心碎，情话说到流泪。,伤感,negtive
61, 爱过了，心碎了，不敢再去爱了。,伤感,negtive
62, 恶意的语言会伤害你的感情，但是沉默却是让人心碎。,伤感,negtive
63, 以前，我给你发个心碎的表情你都会严厉的斥责我，可是，现在我心真的碎了，你在哪？,伤感,negtive
64, 我的心碎了，拿胶水把他粘上。,伤感,negtive
65, 心碎离开，回到最初荒凉里等待。为了寂寞，找个人添满心中空白。,伤感,negtive
66, 不知不觉的心碎，听着一个人的情歌用酒精麻醉；不知不觉永远的沉睡。呵。,伤感,negtive
67, 你是我此生最美的风景，让我心碎却如此着迷。,伤感,negtive
68, 心碎离开，才发现，你的诺言，不过是场荒凉的梦。,伤感,negtive
69, 爱上你才知心碎，爱过你才懂伤悲，别过你才知凄迷。,伤感,negtive
70, 今夜我用心碎，换你片刻迷醉。,伤感,negtive
71, 我的心碎成渣，你会不会赤脚踩上去，陪我一块疼。,伤感,negtive
72, 要是爱情都只是在演戏，为何我们都入戏那么深，又为什么最后要让自己心碎。,伤感,negtive
73, 就算心碎，就算崩溃，就算难过那麽深邃，别给我安慰，那只是美丽的虚僞。,伤感,negtive
74, 明白、心碎以后，才发现你不需要我的安慰。,伤感,negtive
75, 心动无痕，心碎却有声。我的心只为你动，也只为你而碎。,伤感,negtive
76, 成熟不是心变老，而是心碎还能咧嘴笑。,伤感,negtive
77, 我曾经以为我是百毒不侵的，却不曾想到我也会心碎的落泪。,伤感,negtive
78, 谁记得，那个给你心碎的人，看着目光的河变成一片要命的沙漠。,伤感,negtive
79, 女人，你该笑的甘甜，即便有万般心碎。,伤感,negtive
80, 心碎的前一秒，你已不在，而换来的只有我的自导自演。,伤感,negtive
81, 为你留过泪，等你到心碎，真的想你回来看看，潮潮的憔悴。,伤感,negtive
82, 如果可以。请让我成为你的克隆人。只为你心碎时，为你换上一颗没有受伤的心。,伤感,negtive
83, 这辈子，是我爱你、你让我尝到了心碎的感觉。,伤感,negtive
84, 心碎，真的只在那么一瞬间，我都来不及听它破碎的声音。,伤感,negtive
85, 曾让我心碎的你，如今我依然深深地爱着。,伤感,negtive
86, 心碎的男人，会有一个快乐的理由。,伤感,negtive
87, 如果一定要我心碎，我只想说是我的荣幸能为你把心碎。,伤感,negtive
88, 心碎了一地，拼凑在一切，却满是伤痕。,伤感,negtive
89, 爱，还是半真的好，爱的太深就心碎了。,伤感,negtive
90, 我想把自己灌醉、然后在去回味，那样不会心碎?可不可以、在乎我一下。,伤感,negtive
91, 你的爱走了，我的心碎了，我彻底被你伤透了。,伤感,negtive
92, 不管遇到的是谁，哀伤、哭泣、心碎都是不能免得了的。,伤感,negtive
93, 心动没有错与对，心碎也不论是与非。,伤感,negtive
94, 因为你，我心碎。因为他她，我吃醋。因为我，我付出。,伤感,negtive
95, 你让我心碎，留我一人流浪在街头。,伤感,negtive
96, 吐不出的心碎，只能咽下去再继承微笑。,伤感,negtive
97, 分分合合半真半假不如就放我孤独到底，心碎得如此漂亮。,伤感,negtive
98, 我们都是胆小鬼，害怕深爱过后会心碎。,伤感,negtive
99, 忘记一个令你心碎的旧情人；珍惜一个为你心忧的眼前人。,伤感,negtive
100, 再强大坚定的爱，也有心凉心碎的时候。,伤感,negtive
101, 我心如醉月光如水，等待圆月有几回，为你沉醉你的妩媚，让我心碎，醉听一曲再进轮回。,伤感,negtive
102, 不管我的心碎了一地，我还是止不住去爱你。,伤感,negtive
103, 心碎了，也只有自己去愈合，无人会来治愈。,伤感,negtive
104, 心碎了一地，还要我拿什么去哭泣。,伤感,negtive
105, 谁都会心碎，谁没有过伤悲，没有谁比谁勇敢多一些。,伤感,negtive
106, 爱情犹如迷宫，兜转时让你迷惑心碎。,伤感,negtive
107, 男人的泪，流的悄无声息，流的让自己心碎。,伤感,negtive
108, 当初如果给我一个理由，我也许不像现在这样朝思暮想，爱的心痛心碎。,伤感,negtive
109, 你忘记的好彻底，我想念的好清晰，清晰到能听到自己心碎的声音。,伤感,negtive
110, 如果天公不作美，那么我会爱你爱到让天公心碎。,伤感,negtive
111, 我可以假装无所谓你可以假装不心碎，回头之后看看谁会先落泪。,伤感,negtive
112, 心碎到极点，一切都会迎刃而解。,伤感,negtive
113, 花儿开在雨季，心碎在手里，那瞬间足够用一生去回忆。,伤感,negtive
114, 梦醒了，心碎了，人累了，放手了，不爱了，拜拜了。,伤感,negtive
115, 伤情，是眼泪；伤心，是心碎。,伤感,negtive
116, 心痛了，心碎了，也不会有人看见，其实我们都是熟悉的陌生人。,伤感,negtive
117, 懵懂的，美好的，心动的，心碎的，这也是我们的青春。,伤感,negtive
118, 如果心碎了，就把它拿出来丢掉吧，扎到肝啊胃啊脾啊肠子啊什么的就不好了。,伤感,negtive
119, 情歌动人也伤人，听到心碎成几片还是舍不得。,伤感,negtive
120, 我害怕你心碎，害怕没人为你擦眼泪。,伤感,negtive
121, 如果你没有经历过我的心碎，请不要来批判我的伤悲。,伤感,negtive
122, 为了谁，一整夜不肯睡，人生的第一次心碎。,伤感,negtive
123, 你们的爱羡煞旁人，可是我只听到了我自己心碎的声音。,伤感,negtive
124, 未来路上我要陪着你我害怕你心碎没人帮你檫眼泪。容许我在漫长时光里静静走向你。,伤感,negtive
125, 你只是让我心碎了，没什么大不了。,伤感,negtive
126, 因为爱你我心碎了，麻木了，失去知觉了，可我却从来都不曾后悔。,伤感,negtive
127, 原来你的离开不仅仅是会让我心碎，而且还有好多东西都碎了。,伤感,negtive
128, 我背负心碎藏躲，独自人海漂泊，为的只是要你能忘了我。,伤感,negtive
129, 心碎的那一秒，我停止了呼吸，因为没有了你，我的世界是黑的。,伤感,negtive
130, 最难过的是自己心里那一份脆弱，不能给外人看心动只要一瞬间，心碎也只一转眼间。,伤感,negtive
131, 心碎了无痕，我感动天也感动了地，就是感动不了你。,伤感,negtive
132, 想让别人见识到你的妩媚，你可知道这样会让我心碎。,伤感,negtive
133, 一直无奈去触碰心的处所，由于会疼，只能默默的看着仍然还在心碎的心。,伤感,negtive
134, 纵然有万般心碎，也要坚强的面对，因为没有谁会是你值得依靠的。,伤感,negtive
135, 爱情，其实是命中注定的悲剧，所以相遇比错过更令人心碎。,伤感,negtive
136, 谁记得，给你心碎的恋情，谁忘记，那些该有的爱情规则。,伤感,negtive
137, 独自彷徨在午夜的大街、谁明白我心碎的滋味。,伤感,negtive
138, 我们女人是喜欢坏坏的男人，但我不喜欢这种长心碎的男人。,伤感,negtive
139, 牵手而去的你，永远不懂心碎融化的伤悲。,伤感,negtive
140, 你笑得疯狂的脸，分明难掩失意的低落，你的心碎被我望穿。,伤感,negtive
141, 【片片凋零的樱花是我心碎的守望。2我记忆中你温柔的笑容背后是樱花般坠落的凄美。】,伤感,negtive
142, 梦太美，回忆太心碎。,伤感,negtive
143, 真一爱一的一刹那，就可以治愈多年的心碎。,伤感,negtive
144, 收起你的眼泪，别在为他心碎，是他不懂得珍惜。,伤感,negtive
145, 你转身的一霎那，爱远了，心碎了，我哭了。,伤感,negtive
146, 你早就将爱情的空间无限压缩着了，你就这样让我心碎到泪流了。,伤感,negtive
147, 就算心碎了一地，那也是爱你的痕迹。,伤感,negtive
148, 让我心碎你做的比谁都到位，我不介意孤独，至少这比爱你舒服。,伤感,negtive
149, 别说曾经的年轻不能轻易许诺，是心碎的退缩，让相遇变成了错。,伤感,negtive
150, 等待……也许并不容易；伤害……却轻而易举。,伤感,negtive
151, 听到我说的晚安的人，都是我爱的。,伤感,negtive
152, 时间没有等我，是你忘了带我走。,伤感,negtive
153, 每一次呼吸，都是潮湿。每一次仰望，都是灰色。,伤感,negtive
154, 知道的时候又后悔，差点对了。,伤感,negtive
155, 我以为闭上双眼就看不见、失去你的世界在崩塌。,伤感,negtive
156, 不要骗我，你知道即使你的谎话我都会相信。,伤感,negtive
157, 我不在乎你对我的不在乎。,伤感,negtive
158, 我感动天感动地，却感动不了你。,伤感,negtive
159, 不想换一个世界，换一个人，太浪费感情。,伤感,negtive
160, 时间过得太快，快到快要忘了你的容颜。,伤感,negtive
161, 我用我所有的果果，换你的一颜欢笑。,伤感,negtive
162, 我在过马路，你人在哪里？,伤感,negtive
163, 曾经的海枯石烂终究抵不过一句好聚好散。,伤感,negtive
164, 青春就像蒲公英。看似自由。却身不由己。,伤感,negtive
165, 因为太在乎所以可以装作不在乎。,伤感,negtive
166, 女人真正的绝情是根本不搭理你。,伤感,negtive
167, 得到了别人的秘密，会失去自己的快乐。,伤感,negtive
168, 刺眼的白色，让我明白什么是纯粹的伤害。,伤感,negtive
169, 没有什么过不去，我不相信幸福，我相信你。,伤感,negtive
170, 我爱你，与你无关。,伤感,negtive
171, 一念起，万水千山。一念灭，沧海桑田。,伤感,negtive
172, 我们唯一的关系是没有关系。,伤感,negtive
173, 我的世界，你不在乎；你的世界，我被驱逐。,伤感,negtive
174, 要么没有，要么全部。要么现在，要么永不。,伤感,negtive
175, 你真幽默，用分手来试探我有多爱你。,伤感,negtive
176, 小三在媚、最后转正后又成了会被抛弃的原配。,伤感,negtive
177, 从开始的刻骨铭心、到如今的孰视无睹。,伤感,negtive
178, 下辈子要做男生，娶一个像我这样的女生。,伤感,negtive
179, 在下一个路口，思念某一种温度。,伤感,negtive
180, 我的双腿像灌了铅似的一步一挪地往前走。,伤感,negtive
181, 忘却，是最无奈的爱。,伤感,negtive
182, 我赢了所有人，但却输掉了你。,伤感,negtive
183, 明明已经习惯了孤单，为何还是如此贪念温暖。,伤感,negtive
184, 心不动，则不痛。,伤感,negtive
185, 海风轻微的声音带着刺骨般的忧伤。,伤感,negtive
186, 总有一天我会从你身边默默地走开，不带任何声响。,伤感,negtive
187, 催眠自己，告诉自己，有幸福。,伤感,negtive
188, 不闻不问不在意，不冷不热不动情。,伤感,negtive
189, 这个冬天没有给我惊喜……,伤感,negtive
190, 慧极必伤，情深不寿。,伤感,negtive
191, 留着一个号码，不过是为了守候—个人。,伤感,negtive
192, 听说，你最近爱上了一个她，一个很像我的她？,伤感,negtive
193, 也许放弃才能靠近你，不再见你，你才会把我记起。,伤感,negtive
194, 原来心疼，是这样的。,伤感,negtive
195, 我多想能给你一张能直达我心底的地图。,伤感,negtive
196, 人生若只如初见。,伤感,negtive
197, 爱情的最后，总是你向左我向右。,伤感,negtive
198, 。你有新欢了，我连旧爱都不是。,伤感,negtive
199, 我相信不管有没有我，你的生活都会很精彩。,伤感,negtive
200, 无论我变得如何强大，你仍然会是我的弱点。,伤感,negtive
201, 那些被允许任性的年代，叫做青春……,伤感,negtive
202, 青山不改，绿水长在，你我就后会无期吧！,伤感,negtive
203, 如果你不是瞎子就不要用耳朵去了解我。,伤感,negtive
204, 时光总是旧的、最苍白的想念、最迂回的伤。,伤感,negtive
205, 我还在原地等你，你却已经忘记曾来过这里。,伤感,negtive
206, 我失恋了，你怎么可以把我弄丢了。,伤感,negtive
207, 用了心旳感情，真旳能让人懂得很多事。,伤感,negtive
208, 如花美眷，似水流年。,伤感,negtive
209, 爱和死，哪个更冷？,伤感,negtive
210, 年少轻狂，幸福时光。,伤感,negtive
211," 我的心里像打翻了五味瓶,真不是滋味。",伤感,negtive
212, 你来过一下子，我想念一辈子。,伤感,negtive
213, 不敢说的话才是最想说的话。,伤感,negtive
214, 我不会爱你的，因为一颗心怎么可以容纳两个人。,伤感,negtive
215, 走完同一条街，回到两个世界。,伤感,negtive
216, 我们经过那么多考验，最后还是回到了原点……,伤感,negtive
217, 顿时，我好像掉进了冰窖里，从心顶凉到了脚尖。,伤感,negtive
218, 看我不顺眼的人，能给您心里添堵，我真是舒坦。,伤感,negtive
219, 是不是女人主动了、就不会被珍惜。,伤感,negtive
220, 我的心像被针扎了一样。,伤感,negtive
221, 你不心疼自己，谁可怜你？,伤感,negtive
222, 真实的女孩不完美，完美的女孩不真实。,伤感,negtive
223, 这么执着的爱着你，是出自爱情，还是不甘心。,伤感,negtive
224," 不爱就不爱,别他妈的说我们合不来。",伤感,negtive
225, 原来地久天长，只是误会一场。,伤感,negtive
226, 等待，是一生最初的苍老。,伤感,negtive
227, 我听过最好笑的笑话、就是你说的永远爱我。,伤感,negtive
228, 从长远来说，我们都死了。,伤感,negtive
229, 微笑时，很美，只是，旋律不对。,伤感,negtive
230, 但是有一种感觉却可以藏在心里守一辈子。,伤感,negtive
231, 曾经发了疯的笑、只为现在死了心的哭埋下伏笔。,伤感,negtive
232, 乱雨萦寒，别后千般，可相忆，当时樽前。,伤感,negtive
233, 向来缘浅，奈何情深？（yipinjuzi.com整理）,伤感,negtive
234, 我对你，只有放弃，没有忘记。,伤感,negtive
235, 一地的凄凉、写满了你赐予的悲伤。,伤感,negtive
236, 我是你转身就会忘的路人甲。,伤感,negtive
237, 不是无所畏惧，而是找不到退缩的理由。,伤感,negtive
238, 时光走的太快，忽视了我的等待。,伤感,negtive
239, 再强悍的感情，也抵挡不住命运的摧残。,伤感,negtive
240, 一个人在孤独中闪着光。,伤感,negtive
241, 我唯一没有做好的事，就是说了“我爱你”。,伤感,negtive
242, 我们的玩笑之中常常藏着真心话。,伤感,negtive
243, 我羡慕内些老人、羡慕他们手牵手一直走到最后。,伤感,negtive
244, 别等到错过后才去后悔，别等到失去后才想挽回。,伤感,negtive
245, 只想听到你说，祝我幸福。,伤感,negtive
246, 也许最过于卑微的容忍，我永远也下不去。,伤感,negtive
247, 人生本来非常简单，而且简单就是完美。,伤感,negtive
248, 对自己狠心，才会让你幸福。,伤感,negtive
249, 一个人一颗心很多故事却很少能够如人心。,伤感,negtive
250, 是不是最后的最后还只是自己心疼自己。,伤感,negtive
251, 我不想用离开的方式教会你如何去珍惜。。。,伤感,negtive
252, 你可知道哪里的冬天最冷？在我的心里……,伤感,negtive
253, 你的眼里没有我，永远看不到我伤感。,伤感,negtive
254, 听一季忧伤，倾半世月光。,伤感,negtive
255, 男人会始乱终弃、女人也会勾三搭四。,伤感,negtive
256, 得之坦然，失之淡然，顺其自然，争其必然。,伤感,negtive
257, 就算世界荒芜，也有一个人会是你的信徒。,伤感,negtive
258, 四季很好，如果你在。,伤感,negtive
259, 他真幸福，幸福的真残忍！,伤感,negtive
260, 回忆是座桥，也是通向寂寞的牢。,伤感,negtive
261, 我在怀念，你不再怀念的。,伤感,negtive
262, 有些人，看清了，也就看轻了。,伤感,negtive
263, 我相信这个世界永远那么美。,伤感,negtive
264, 没有什么过不去，只是再也回不去。,伤感,negtive
265, 开始的时侯，我们就知道，总会有终结。,伤感,negtive
266, 你的温柔，已经离我好远，再已触摸不到。,伤感,negtive
267, 爱那么短，遗忘那么长……,伤感,negtive
268, 对不起只是背叛的理由，没关系只是失望的借口。,伤感,negtive
269, 誓言再美也是假的结局再惨也是真。。。,伤感,negtive
270, 别问我分手好吗？就说分手吧！不然呢？,伤感,negtive
271, 。忘记你，是为了证明我可以忘记你。,伤感,negtive
272, 你走天桥，我走地下道。,伤感,negtive
273, 看的开一点，伤就少一点。,伤感,negtive
274, 寂寞太会见缝插针。,伤感,negtive
275, 忘记开心的，就不会不开心了。,伤感,negtive
276, 幸好爱情不是一切，幸好一切不都是爱情。,伤感,negtive
277, 沉默是害怕的借口，傻笑是委屈的理由。,伤感,negtive
278, 我爱你，纯属虚构，如有雷同，纯属巧合。,伤感,negtive
279, 谁的寂寞覆我华裳，谁的华裳覆我肩膀。,伤感,negtive
280, 爱情是个梦，而我却睡过了头。,伤感,negtive
281, 再好听的网名终究还是败给了备注。,伤感,negtive
282, 不疯魔，不成活。,伤感,negtive
283, 嘘……听，心碎的声音……,伤感,negtive
284," 做一个没心没肺的人,比什么都强。",伤感,negtive
285, 看着别人的故事，流着自己的眼泪。,伤感,negtive
286, 女人廉价似水，男人低贱如草。,伤感,negtive
287, 。我心里一直有你，只是比例变了而已。,伤感,negtive
288, 如果不曾被看好，那么就选择一个人逃亡。,伤感,negtive
289, 总是需要一些温暖。哪怕是一点点自以为是的纪念。,伤感,negtive
290, 坚强的基本，就是微笑。,伤感,negtive
291, 清醒是浅眠的幻觉，放弃是反转的执念。,伤感,negtive
292, 交话费的时候，才发现自己的话那么值钱。,伤感,negtive
293, 自己哭自己笑自己看着自己闹。,伤感,negtive
294, 旧的东西就要丢掉包括爱情。,伤感,negtive
295, 我知道我唯一能做的就是一笑而过。,伤感,negtive
296, 你爱够了没有，紧按着伤口不肯放手。,伤感,negtive
297, 我倔强的不愿屈服，换来的却也只是伤痕累累。,伤感,negtive
298, 我竟然还在爱他！,伤感,negtive
299, 爱的时候不要太幸福、以免分的时候太伤悲。,伤感,negtive
300, 低调并不是软弱而是后发制人。,伤感,negtive
301, 不是每一次的分离，都会有重逢那一刻。,伤感,negtive
302, 对不起、你连让我报复的资格都没有。,伤感,negtive
303, 忘了，有时候是最坦诚，最勇敢的答案。,伤感,negtive
304, 为了等你，我错过了等我的人。,伤感,negtive
305, 下辈子我要做你的心脏，至少我不跳你就得死。,伤感,negtive
306, 有些事，一转身就是一辈子。,伤感,negtive
307, 自私，让我们只看见自己却容不下别人。,伤感,negtive
308, 心滞留的伤口，我自己懂有多溃烂。,伤感,negtive
309, 有没有那么一个人，看透我在隐身，知道我在等人。,伤感,negtive
310, 我是由影子保护的。,伤感,negtive
311, 如果发短信给你喜欢的人，他不回，不要再发。,伤感,negtive
312, 你要我怎么爱，我连自己都不爱。,伤感,negtive
313, 是不是长大了，新年什么意思都没有了。,伤感,negtive
314," 其实总是笑的人,真的很需要人疼。",伤感,negtive
315, 拖过一次你的手我已满足。,伤感,negtive
316, 长得太慢，老得太快，等得太久，结果太难猜。,伤感,negtive
317, 童话已经结束，遗忘就是幸福。,伤感,negtive
318, 我哭一百次，只是想让你心疼我一次。,伤感,negtive
319, 感情的戏，我没演技。,伤感,negtive
320, 听说、习惯隐身的人、都有一段伤痕。,伤感,negtive
321, 你的笑、是我青春里那道最明媚的忧伤。,伤感,negtive
322, 我会像电视里演的那样记著你一辈子。,伤感,negtive
323, 我笑了当初你不挺傲的吗现在您这是又玩哪出呢？,伤感,negtive
324, 。陪你走完这一段路，你也变成我路过的路。,伤感,negtive
325, 流年、在等谁的相濡以沫。,伤感,negtive
326, 我想给你幸福，却走不进你的世界。,伤感,negtive
327, 我们都一样，忘了爱情的现实。,伤感,negtive
328, 终于看清了自己饰演的角色。也终于看清了你的心,伤感,negtive
329, 我希望千年万年兵荒马乱海水枯竭你还在。,伤感,negtive
330, 每当我哭得伤心欲绝，却没有一个人来安慰。,伤感,negtive
331, 最怕睁开眼，黑暗还没走。,伤感,negtive
332, 我只能读着你给的空白，独自一人在原地徘徊。,伤感,negtive
333, 如果要走、请让我先走。留下背影的只能是我。,伤感,negtive
334, 即使是不成熟的尝试，也胜于胎死腹中的策略。,伤感,negtive
335, 开始彷徨，开始无奈，开始落泪，开始后悔。,伤感,negtive
336, 嘴角上扬的动作、早已不属于我。,伤感,negtive
337, 男人要么留她清白、要么许她未来。,伤感,negtive
338, 我很想知道，多少人分开了，还是深爱着。,伤感,negtive
339, 有谁的笑笑出了泪水，有谁的哭哭出了笑容。。。,伤感,negtive
340, 你都如何回忆我？带着笑，或是很沉默。,伤感,negtive
341, 我怀旧，因为我看不到你和未来。,伤感,negtive
342, 倍坚强小姐请你用微笑去接纳所有背叛。,伤感,negtive
343, 你曾住在我的心上，现在空了一个地方。,伤感,negtive
344, 我爱的人，只不过爱的不是我而已。,伤感,negtive
345, 人生真T玛有意思、活着活着就死了。,伤感,negtive
346, 我比较在乎的是我在乎的人了解自己。,伤感,negtive
347, 有时，不是世界太虚伪，只是，我们太天真。,伤感,negtive
348, 你让我滚，我就滚，叫我回来，就没那么容易了。,伤感,negtive
349, 听着，只要有一天你未嫁、我未娶，我就会给你、我力所能及的幸福！,伤感,negtive
350, 这些句子仿佛有种魔力，看了会让人心疼，只因某一句，或许能够引起你的共鸣。,伤感,negtive
351, 小三和原配之间、总有一个是弃妇。谎言和誓言之间、总有一个会兑现。,伤感,negtive
352, 孔子曰：打架用砖乎，不能乱乎。照头乎，乎不死再乎。佛曰：我佛慈悲。不能多乎，一下乎死减轻痛苦。,伤感,negtive
353," 如果有一天,我的签名不再频繁更新,那便证明我过的很好。",伤感,negtive
354, 如果宁愿蹲在青春的阴影下哭泣、还不如踏在青春的尸体上微笑。,伤感,negtive
355, 如果，我一直坚持不放，你会不会，陪我撑到天塌下去。,伤感,negtive
356, 假如有一天你想哭打电话给我不能保证逗你笑但我能陪着你一起哭。,伤感,negtive
357, 如果我能回到从前，我会选择不认识你。不是我后悔，是我不能面对没有你的结局。,伤感,negtive
358, 我曾经以为，一个人的生活是不错的。不过那是“以为”吧！,伤感,negtive
359, 分手的理由你对我说【要好好学习】，在别人面前你说【对她没感觉了】。,伤感,negtive
360, 今生如果没有你，再美的梦，也只是一场空白的旅行。,伤感,negtive
361, 熬夜，是因为没有勇气结束这一天；赖床，是因为没有勇气开始这一天。,伤感,negtive
362, 不能在一起就不能在一起吧，也许，一辈子也没那么长。爱情伤感的句子,伤感,negtive
363, 生命中，不断地有人离开或进入。于是，看见的，看不见的；记住的，遗忘了。,伤感,negtive
364, 为什么你不可以像我爱你一样爱我勒？就因为我只可能像你爱我一样爱着她。,伤感,negtive
365, 深夜中，那独自徘徊在街口的黑猫，悄悄躲在墙角。他人的冷眼，他人的讽刺，一道道伤口，独自舔舐……,伤感,negtive
366, 。人这一辈子，真爱只有一回，而后即便再有如何缱绻的爱情，终究不会再伤筋动骨。,伤感,negtive
367, 我们也许一辈子都不会见面，你还会这样喜欢我吗?我们本来一辈子不见面。,伤感,negtive
368, 我不奢望什么，只希望你以后的女人一个不如一个。,伤感,negtive
369, 。望着你离开的背影，我告诉自己要坚强，不哭，是因为爱你，更是因为懂你。,伤感,negtive
370, 人生中有许许多多的问号，经历过了，有了感受的结论，却不等于是答案。问号是感受的开端。,伤感,negtive
371, 是甲乙丙还是ABC呢，总之，我知道，风水轮流转着，我不在那个轮子里。,伤感,negtive
372, 让你在没有我的地方疯狂，让我在没有你的世界坚强。,伤感,negtive
373, 承认我们还只是孩子、这样受伤了还可以接受肩膀。,伤感,negtive
374, 某些人的爱情，只是一种“当时的情绪”。如果对方错将这份情绪当做长远的爱情，是本身的幼稚。,伤感,negtive
375, 。总要等到过了很久，总要等退无可退，才知道我们曾亲手舍弃的东西，在后来的日子里，再也遇不到了。,伤感,negtive
376, “我们相爱过吗?”“相爱过。”“多久?”“一瞬间。”,伤感,negtive
377, 当你爱情失意时，你听到的每一首情歌都像是为你而作的。,伤感,negtive
378, 很多时候，我平静地做着一些事，喝水，失眠，然后突然很疼痛地想你，真的很疼，疼得我弯下了腰哭泣。,伤感,negtive
379, 感情有时候是一个人的事，和任何人无关，爱或者不爱，只能自行了断。,伤感,negtive
380, 以前、想起你会笑；曾经、想起会哭；现在、想起你觉得自己犯贱；以后我就不会再想你。,伤感,negtive
381, 不要欠朋友太多东西，因为你可能永远都没有机会还他。,伤感,negtive
