,text,tag,senti_polarity
10, 梦想有过坎坷，生活有过迷茫，岁月有过无奈，日子有过匆忙，16幸福继续，17突然来袭，把快乐留给自己，把幸福送给朋友，把成功继续继承，把未来永远奔走。,无奈,negtive
11, 有些无奈有些惆怅这便是所谓的幸福。,无奈,negtive
12, 满腹愁肠，一副悲伤；无奈的忧郁，看着天空想给自己，一点儿努力下去的信心，看到的却是满眼的失望。想想前面的路，一脸无助的伤感。,无奈,negtive
13, 人生真的很奇妙，有些巧合让人欣喜，有的巧合却让人无奈。,无奈,negtive
14, 我们要学会承受平淡，学会承受淡淡的孤寂与失落，承受那挥之不去的枯燥与沉寂，还要承受那遥遥无期的等待与无奈。,无奈,negtive
15, 手心向下是助人，手心向上是求人。助人快乐，求人无奈。,无奈,negtive
16, 虚度的这些年里，我走过了一场场相聚与散去，也经历过许多红尘的无奈，那些日子最后成为了如今一种迷茫的念想，是真是梦总是难以验证，一如赏过风景，一如走失的曾今，这一切的一切似乎都像一点轻烟般，迷离着我回首的遥望，似有似无，如虚如幻。,无奈,negtive
17, 这个世界上惟一可以永恒的东西，不是时光，不是爱；不是性命，不是恨；不是伤口，不是痛；不是回想，不是泪。惟一能够永恒的，只有那些曾经产生的过往。因为发生过，所以不会再转变。当生涯因为这样的本相日趋安静，我终于晓得，我再也无奈向我盼望的每一个远方，致以深深的敬意。,无奈,negtive
18, 【与孩子相处的五个真理】过高的期望带来孩子的无望；过度的保护带来孩子的无能；过分的溺爱带来孩子的无情；过分的干涉带来孩子的无奈；过多的指责带来孩子的无措。,无奈,negtive
19, 原来人生就是一场无奈的轮回，从幼稚到成熟，成熟到老去，谁也无法阻止，谁也无法挣脱，只能随着时间落幕，然后化为尘埃。,无奈,negtive
20, 曾经高兴过，曾经哀伤过，曾经颓废过，也曾经痴迷过。有甘露般的喜悦，也有那不堪忍受的羞辱。经历了那么多，体验了那么多，心也变的沧桑与凄凉了，那是深入肺腑的无奈，于是，自己便沉迷于无奈中，也只能沉迷于无奈中了。,无奈,negtive
21, 有种幸运叫做被爱，有种伤心叫做不爱。有种幸福叫做相爱。有种无奈叫做不能爱。,无奈,negtive
22, 总是你说相遇太迟，总是我说你生的太早，没有擦肩而过，却只有这样无奈的错过，我实在基本不想和她共享你的温纯的。,无奈,negtive
23, 总有一些动机挥之不去，总有一些情感无奈释怀。,无奈,negtive
24, 淡淡的墨香里，永远蕴藏着浓浓的情意，臣妾会为君采下幸福的花朵，放在君的生活里，放在君的生命里，就这样，静静的走完一生的旅途，带着微笑，带着幸福，带着无尽的缠绵，不留下任何的无奈和遗憾。,无奈,negtive
25, 当我对自己好点，我就少一分想念，当我对你好点，我就多一分贪婪，我不断提醒自己放弃，做的却是不断逃避。【情感的无奈】,无奈,negtive
26, 在步履匆匆中，在岁月悄然滑落时，在空寂无奈与苍凉无助时，吾尝试追找心灵的一处静谧，期待追找情感的一处栖居，冥思追找远去的一份记忆，渴望追找未知的一点祈及，再或者只有那么感悟一刻，我们什么都无需追找，只需要融入亲情所给内心带来的震撼，冥想与感悟，或把自己放逐在充满友情的人际关系里。,无奈,negtive
27, 跟女神在街上逛，突然我将女神搂入怀中并说，别动，前面是我前女友，你配合我一下，我等等就告诉你一个秘密！女神无奈就范。搂着走了一段路后我说，告诉一个秘密，刚那个女的，我根本就不认识。,无奈,negtive
28, 不管是否出于无奈，不要放逐得太过太快，否则就会伤的太深太烂。,无奈,negtive
29, 渐渐的习惯一个人，喜欢静静听着歌的感觉，原来是那般无奈。,无奈,negtive
30, 人生像攀登一座山，而找山寻路，却是一种学习的过程。生活有太多的无奈，现实有太多的残酷，而因为你的存在，却又生出了更多的美丽与安好。,无奈,negtive
31, 人，只要还活着，就是在生活，每一天都要应对生活。它有时确实很残酷，让咱们很无奈。让咱们感慨生活的艰辛，埋怨命运的不公。但是，生活中，多一点感激，就会少一些怨恨；多一点明白，就会少一些误会；多一点宽容，就会少一些矛盾；每个人都多付出一份心意，生活就会变得更加完美，你也会变的更加愉悦。,无奈,negtive
32, 你何必浓墨又重彩让人无奈如果我们的爱情注定只能悲哀何苦让这份爱情慢慢慢变成伤害。,无奈,negtive
33, 只是从没有想过，有一天彼此不说告别，也会相忘于红尘；只是没有想过，有一天彼此不说珍惜，也会落寞于黑夜；没有来的缘由，即是生活的无奈，也是现实经不起蹉跎的残酷。隔着回忆的墙，我想你不曾知道，我依然在某一天，穿过流年的纤尘，回顾往日的场景，温暖的想起你迎风灿笑的旧时模样。,无奈,negtive
34, 有时候，在爱情里，总会有种不想失去，却又放弃的无奈。,无奈,negtive
35, 这世界上最无奈的事情，不是木已成舟，而是你在我面前，我却永远也走不进你心里。,无奈,negtive
36, 那些回忆，就像削下的苹果皮，依然残留着如初的味道，或浓或淡，只是因为时间的逝去，它们发黄了，凸显了岁月的沧桑与无奈。,无奈,negtive
37, 我笑着承受着这一切，承受着生活的种种之重。无奈、笑隐于色。,无奈,negtive
38, 无奈的约定无奈的相处，一切的无奈都是爱。,无奈,negtive
39, 我不知道所谓的精彩是什么，但我却能更深的感觉到，体会到。也或许这种感觉本身就来自于我自己的生活，来自于我自己的内心世界。我热切的感觉到，生活有时确实有一点无奈。这种无奈，有时却不能给它确切的表达出来。,无奈,negtive
40, 智慧什么样子，也就在于我们面对生活的态度，这生活本身的悲欢离合委屈无奈，这些不能确定为生活的包袱，还有生活当中的那些痛苦迷茫，包括那些曾经锥心的往事，放过那些无休无止的纠结，展望生活的明亮，这世间从来就没有一帆风顺的生活，幸福就在于突破内心的困扰，活成活法。,无奈,negtive
41, 也许，生活中太多缘分，让人感慨；也许，生活中很多遗憾，让人无奈；也许，每个人有诸多纠结，一直无法释怀。,无奈,negtive
42, 人生难免会遇到坎坷、悲伤、愧疚、迷茫、无奈等等不如意，稍不留神，我们就会被自己亲手建造的心狱囚禁。不要指望别人的救赎，心灵的枷锁是你自己扣上的，也只有你自己才能够把它打开。哪怕一无所有，哪怕孤身一人，哪怕处境艰难，也要从容生活、笑对人生。只要你够坚强，命运又能把你怎么样呢？,无奈,negtive
43, 夜渐已深。今夜难眠，我凭听着窗外寒风凌厉吹，任由它扰乱寸寸情丝，感受着无奈与凄凉，寒风与冷月吟唱着悲伤。寒风刺忧面，冷月挂枝头，谁又与我随着风尘浅唱寂寞…,无奈,negtive
44, 你我兜兜转转，是你的无奈，还是我的悲哀。,无奈,negtive
45, 爱，不是虚幻的梦境，梦醒之后便会无影无踪。爱，不是水中的虹影，风吹浪动便会凌乱破碎。在最无助的人生路上，爱是最持久的动力，给予我们无私的帮助和依靠；在最寂寞的情感路上，爱是最真诚的陪伴，让我们感受到无比的温馨和安慰；在最无奈的十字路口，爱是最清晰的路标，指引我们成功到达目标。,无奈,negtive
46, 人都会做梦，有的梦甜蜜温馨，有的梦痛苦无奈。但是梦境是虚无的飘渺的，不切实际的，所以还是回到现实中来，面对真实的每时每刻，实实在在的活自己。,无奈,negtive
47, 人生会有很多的无奈和遗憾，你只能死扛。你要告诉自己，请不要因为情绪而做自己会后悔会难过的事。当你期待太多，原本简单的事就变得复杂了。不要急着说别无选择，也许、下个路口就会遇见希望。,无奈,negtive
48, 我们等过了深秋，又等过了寒冬，等到这一切都变得太沉重，无奈选择了放手。,无奈,negtive
49, 面对残酷的现实只能无奈的低下头，太过于执着只会一次次的被伤到。,无奈,negtive
50, 寄予春天，感怀家乡，挤出一滴泪眼，寄托黑夜，孤星滑过，遥远溢思情，无奈无欲，静得飘渺，那岌岌可危的金钱惹得一身沉重，独自流连，切切声悲，遗留梦境。,无奈,negtive
51, 你的笑貌，脑海徘徊，却引千般无奈，化作烟花一触而散，留我深深痛泣。,无奈,negtive
52, 人生是一种承受，我们要学会支撑自己。当爱你的人弃你而去，任你呼天抢地亦无济于事，生活本是聚散无常；当背后有人飞短流长，任你舌如莲花亦百口莫辩，世道本是起伏跌宕……得志时，好事如潮涨，失意后，皆似花落去。不要把自己看得太重，委屈了，无奈了，想哭了，这些都是你生命中不可或缺的一部分。,无奈,negtive
53, 我们每天都在妄谈爱情，可那一场渲染生命的情事，又有几人真的会懂？没有撕心揪肺的悲欢，少了痛苦欲绝的缠绵，我们无奈地在如水的情感里制造着可有可无的插曲，人近了，心远了，曾经的熟悉，如今的陌生，一切都在我们的冷漠与麻木中无法重演。爱情里，总有一人不懂爱，等你懂了，他已不会再回来。,无奈,negtive
54, 这是一个疯狂而怪异的社会，坏人在用法律来保护自己的时候。好人只能无奈的举起了拳头。,无奈,negtive
55, 有些无奈明明自己很在乎的、却不敢去在乎，有些人明明很想念，却不敢去想念。,无奈,negtive
56, 面对时间，我们都一样，无奈、伪装、哭泣、无助、跌跌撞撞到绝望。,无奈,negtive
57, 【人生最美的6个笑容】1.被人误解的时候能微微一笑，素养；2.受委屈的时候能坦然一笑，大度；3.吃亏的时候能开心一笑，豁达；4.无奈的时候能达观一笑，境界；5.危难的时候能泰然一笑，大气；6.被轻蔑的时候能平静一笑，自信。,无奈,negtive
58, 【管理语录】作为管理者，谁都希望自己能做出最好的选择，最有利于企业的决策。可是，你就会发现做到这一点似乎很难，而且，很多时候你会发现目前在能够选择的范围之内，没有最好的决策，于是，只好无奈地选择等待。其实，最好的决策就是现在一开始，因为，等到了你以为的最好时机时，机会早已经远离你了。,无奈,negtive
59, 人生有太多的无奈，我们只有坚强的面对。,无奈,negtive
60, 这是再次相见的人，错过了。没有，失去的知识价值，回顾过去，叹息今朝。最初发现埋藏在心底是一个遗憾，只知道一切都是那么的美好，在哲学和价值观的实现，只是感到悔恨和无奈之间失去了。,无奈,negtive
61, 属于自己的风景，素来未曾错过；不是自己的风景，永远只是途经。天地太大，人太微小，不是每一道亮丽的风景都能占有。一辈子，只求有一道令自己流连忘返，不离不弃的风景就已足够。每一颗心，都有一份无奈替换的情愫跟某一道风景永远关系着。人生的景致，是物也是人。,无奈,negtive
62, 饭局是享受也是忍受，应酬是必须也是无奈。,无奈,negtive
63, 人生暗然回首好像从未享受，人生亦有很多的不得已和无奈。,无奈,negtive
64, 【“烟爸”头发也能让宝宝得哮喘】抽烟父亲的毛衣、皮肤等都有烟草残留物，被称三手烟，会对儿童造成间接伤害。刘女士抱着输液的3岁女儿一脸无奈：“去年一开始，只要老公抽烟女儿就咳嗽、呼吸困难，后被确诊哮喘。”儿童在地上爬行玩耍，更易接触残留物。6岁下儿童被动吸烟，患哮喘危险更大。,无奈,negtive
65, 人应该执着，但毫不可偏执，世界上有很多事是无奈改变的，我们应该学会，改变一切所能改变的，适应一切无法改变的。改变世界是很难的事件，改变自己就比拟轻易。既然转变世界很难，那就改变自己。在人生的旅程中，要做生涯的智者，执着而睿智地做事。,无奈,negtive
66, 我们追求着永恒，但是就连构成我们的物质都不是永恒的，也许是一种无奈吧，唯有周而复始，方能生生不息。不要过于奢求，得与失只不过是一时的逞能，世间的万物本来就不属于任何人，但他又属于世间万物，包括你我。,无奈,negtive
67, 抬头时有人读懂了我的茫然，叹息时有你看清了我眼底里的泪花；向前时有人明白了我的徘徊，安静时有你知道了我心底的无奈。窗前那星星末末的茉莉花，在我快要忘记这个世界还有人迹时缤纷了我的孤独。,无奈,negtive
68, 时间可以冲淡痛心的回忆，滴水可以穿透坚硬的磐石，失意也许会带去心中的无奈，爱你不用山盟海誓，想你不必天荒地老，念你不需海枯石烂，一句问候，一句祝福，一条短信，都会带去对你忠贞不渝的爱，520发条短信，我爱你永远属于你。,无奈,negtive
69, 人生就一个轮回，遇到过一些人一些事，快乐很少，后悔很多；幸福很少，伤心很多；成功很少，挫折很多。人生十有八九不如意。到最后，带不走是物质、是金钱。只有回忆陪伴自己，几多无奈，几多伤心。真爱的含义是什么?不一定是两情相悦，也不一定是长相厮守，而是，心灵的相通。,无奈,negtive
70, 嘴角勾勒的弧度，也许这就是我无奈的苦笑。,无奈,negtive
71, 我把甜蜜和痛苦都揉进梦里，却淘气的让一个清丽而修长的身影夜夜光着脚熨干我潮湿的情绪；我把静谧和骚动都揉进指甲缝，却无奈的让一个绵软的笑时时眯着眼流入我荒凉的田野。爱恋是朦胧而又迷人的。,无奈,negtive
72, 眼泪是女人最原始的武器，也是男人独一无奈抵御的最厉害的兵器。,无奈,negtive
73, 岁月中的营养，匆忙间，被吃成了果腹的快餐；光阴里的精华，忙碌中，被踩成了攀爬的基石，紧追快赶，琐碎捆绑，人情负累，就这样，身不由己的复杂起来。无奈会继续，生活不会停滞，把真实，坚持为活着的一种原则，把信念，晾晒成一种前行的坚强，追求着自己的追求；忙碌着自己的忙碌；坚持着自己的坚持。,无奈,negtive
74, 你要离开，我知道很简单。我要释怀却真的很无奈。,无奈,negtive
75, 你我曾经是那样的深爱，那样的坚守承诺，那样的海枯石烂，以为这一生中，我们将一直牵着手到白头。但现实远没有你我想的那么美好。你的退出，让我经历的一辈子都无法抹掉的无奈的痛。,无奈,negtive
76, 我知道你们在一起，我的心里泛起许多无奈。,无奈,negtive
77, 心里有你的人，总会主动找你；心里没有你的人，总是自动忽略你。等来的不是爱，而是怜悯；求来的不是感情，而是同情。不是你的梦，再美也要醒；不是你的情，再痛也要断。爱过后的人，都喜欢沉默。有时不是不想说，而是不知该怎样说。有些话问与不问，都是多余；有些事说与不说，都已懂得。如实的回答，总怕伤害了别人；虚假的客套，又总是自欺欺人。无奈的选择冷漠，却疼在心里；坚强的只有承受，却流下泪水。沉默，是一个人对爱最苍白的表情；是一颗心对情最无力的回应。沉默的人，爱的最深；沉默的心，伤的最重……,无奈,negtive
78, 后来我们都变成了无奈至极的人，后来我们都忘了爱情的初衷。,无奈,negtive
79, 经你带给我快乐，曾经你也带给我幸福。曾经你让我的心焦灼和无奈，曾经你也让我拥有的期盼和等待。也曾经你我都忘了自己，体会那心跳的感觉和缠绵的爱。,无奈,negtive
80, 有时候即使珍惜了，也会失去。鲜花的花期是有限的，我们只能耐心地等待它盛放的时间，无奈地目睹它从绽放到凋零的过程。尽管我们舍不得它凋谢，想尽办法延长花期，也改变不了它的生长规律。我们唯一能做的，就是牢牢地记住它最美的时候。,无奈,negtive
81, 你总说我身边男性太多，我只能无奈的笑过。,无奈,negtive
82, 最后，孤独的人笑了，笑自己那时的执着；孤独的人哭了，悼念自己死去的幸福；孤独的人沉默了，回想着自己孤独的过去；孤独的人累了，他听着自己孤独的心跳；孤独的人死了，有人会替他继续孤独。看，那是一种多么无奈的孤独。,无奈,negtive
83, 在这红尘纤陌的路上，我们用无数的汗水去打拼，然而不是付出了就有回报，努力未必会有收获，但是我们还要去努力，这世间有太多的无奈，让我们无从选择，无从把握，许多事求之不得，一切顺其自然。,无奈,negtive
84, 如梭的岁月，让我们渐渐学会了处世不惊，随遇而安；似箭的光阴，让我们慢慢晓得了顺其自然，聚散随缘。同时，这一去不复返的时光，亦徒增了我们多少无奈与伤感。,无奈,negtive
85, 请给自己一个自信的微笑，坦然的面对曾经的一切，失利过、无奈过、伤悲过、彷徨过，都统统的一笑而过，因为明天又将是崭新的一开始。朋友，请为了美好的明天而继续努力奋斗吧。,无奈,negtive
86, 深夜、一个人、一间房、一种思念、一丝悲伤、一点无奈。回首、昨日依旧清晰、抬头、不见未来光芒。曾几何时、拥有着太多太多，却从未珍惜、现今惶然、失去了太多太多，却无法挽回。,无奈,negtive
87, 爱，总是逃不过时间的扼杀，想要伸手去捉住什么，却是有气无力地挣扎着、痛恨着、无奈着。,无奈,negtive
88, 其实生活就是一些伤害，一些挫折，一些无奈，一些感叹，想要幸福只能用自己的双手去努力，去争取，去改变。,无奈,negtive
89, 你在身边时，幸福甜蜜;你不在身边时，思念无限;总希望时刻与你相随，无奈空间阻隔，但相信我们的爱可以跨越空间，将我们紧紧相连。,无奈,negtive
90, 好不容易的爱，当脆弱无奈遇上致命的承载，缘分注定无法找到合身的爱，原来放弃真比珍惜来得快。,无奈,negtive
91, 我们在思考，人生的前方是什么。恰当的理解，它是一条发现自我的旅程，放下那些自我的偏执，及时摈弃那些自以为是的固执，包括那些无奈的叹息与沉重，创新自我的心地氛围，积极乐观，豁达友善，生活从来是多元立体活泼的存在，让心地更清澈，更坦然，关键不是在我，而是在无我。,无奈,negtive
92, 独自站于十字街角，祈盼那记忆中的回眸嫣然微笑，那悠悠踱步的妙曼倩影，能再一次在不经意间映入眼帘。然而剩下的只有满眼的灯红酒绿，满世的繁闹喧嚣，无奈感叹繁华依在，尘缘未了却已逝笑颜。,无奈,negtive
93, 现实很无奈也很残酷，很多事确实不是一个年轻姑娘能够承受的了的。逼着你往前走的，不是前方梦想的微弱光芒，而是身后现实的深渊万丈。,无奈,negtive
94, 要学会接受我们不愿意接受不能够接受的东西，尽管这是生命中的一个无奈甚至是残酷，但是，有些事注定是你要经历的，有些结果是必须要承担的。而我们能做的就是，拥有时珍惜，失去时感恩。,无奈,negtive
95, 过去了的事，那么就让它随风而散吧。人生都是不得已，每一个日出日落，每一次花开花谢都是不忍落泪的沧桑，于是就有了许多无奈。智慧的人在这上悟，愚蠢的人在这上怨，不管你是爱是恨，是哭是笑，生活依然继续。,无奈,negtive
96, 一个人存在的价值，那么轻易的就被否定，不只是我才会不甘心吧。困苦于迷茫，寂寞在失望。无论我怎样挣扎，都看不到深渊的尽头，到底是地狱还是天堂。也许我也会抱怨几句这无奈的命运，也许我也会被一次次的绝望打倒，演成心伤。但是，我却从未后悔，从不后悔自己的每个抉择，即使那在别人眼中是错的。,无奈,negtive
97, 繁华的城市，多少的无奈。,无奈,negtive
98, 用尽全力说爱你，却被你一口回绝，多无奈。,无奈,negtive
99, 有一天你会明白，善良比聪明更难。聪明是一种天赋，而善良是一种选择。生命中，总有些人，安然而来，静静守候，不离不弃；也有些人，浓烈如酒，疯狂似醉，却是醒来无处觅，来去都如风，梦过无痕；或许不舍，或许无奈，终得悟，不如守拙以清心，淡然而浅笑。,无奈,negtive
100, 过度追求快乐时，那已不是一种快乐，而是一种不断膨胀的欲望。当这种欲望冲昏头脑并占据思想之时，最终会被这种欲望埋葬。有些人不是你想遗忘就能遗忘，她不是电脑里的一幅画，随时可以删除。有些人永远都不会懂得有些事的无奈，有些话的重要有些爱的沉重。,无奈,negtive
101, 太多的选择，等于没有选择。人人总有很多纠结无奈：有些事，明知道是错的，也要去坚持，因为不甘心。,无奈,negtive
102, 夏季葱茏斑驳，满眼的绿色覆盖尘世的纷扰，一场夏日里猝不及防的夜雨，会洗涤所有的疲惫与无奈。夏日里的烦躁和不安，会伴着一场夜雨的降临，烟消云散。每个季节都不是十全十美的好，春有春的缺点，夏有夏的瑕疵，秋有秋的不足，冬有冬的不好，像人一样，没有十全十美的。我总是喜欢把所有的遗憾，找一个最合适的理由，来抚慰自己，怕伤心，更怕对一切失去信心。,无奈,negtive
103, 在最无助的人生路上，亲情是最持久的动力，给予咱们无私的帮忙和依靠；在最寂寞的情感路上，亲情是最真诚的陪伴，让咱们感受到无比的温馨和安慰；在最无奈的十字路口，亲情是最清晰的路标，指引咱们成功到达目标。,无奈,negtive
104, 有一种执迷叫执迷不悟。有一种错误叫不知悔。有一种等待叫无怨无悔。有一种绝情叫不闻不问。有一种伤心叫独自承受。有一种孤独叫早已习惯。有一种孤单叫孤苦伶仃。人生中的一道道门坎，迈过了就是门，迈不过才是坎。有的事情让我们无奈，有的事情让我们无助，有的事情让我们无语。,无奈,negtive
105, 请允许我尘埃落定，用沉默埋葬自己并没有刻意的沉浸在悲伤中。只是当一个人感到无奈时，就会自觉或不自觉的憧憬着美好的幻想中。但当从梦境中清醒过来看着眼前拼凑寂寞的生活，以及看不见的未来心会不自觉的疼痛拉扯。,无奈,negtive
106, 每一滴眼泪都承载了太多的无奈，只是你都看不见。,无奈,negtive
107, 爱情是甜蜜的，也是苦涩的。也许很多文学作品会把爱情描写得太过于完美，过于浪漫，过于神圣，但现实中的爱情，往往充满着痛苦，充满着无奈。,无奈,negtive
108, 这么多年，我们走过来不容易。但是我知道接下来的几年几十年，我们会经历更多的风雨，当然也会看到更多的彩虹。我们会迎接新的生命，也会送走挚爱的人。人生中的悲欢离合，再无奈，我们也要经历。,无奈,negtive
109, 多么希望永远都是停留在孩童时代呵，无忧无虑，可以什么都不用想，有人会帮你打理。长大就得有大孩子的样子，靠自己，有再多的无奈也自己也要承担。,无奈,negtive
110, 人生，总是有得有失。昙花一现，或许是最美丽的时刻，被人误解的时候能微微的一笑，这是一种素养；受委屈的时候能坦然的一笑，这是一种大度；吃亏的时候能开心的一笑，这是一种豁达；无奈的时候能达观的一笑，这是一种境界；危难的时候能泰然一笑，这是一种大气；被轻蔑的时候能平静的一笑，这是一种自信；失恋的时候能轻轻的一笑，这是一种洒脱。,无奈,negtive
111, 那些无奈错过，彷徨挣扎，都像被晨曦惊破的噩梦。,无奈,negtive
112, 人生若只如初见，叹归航，满目凄凉，饮酒不醉愁自久，当初的憧憬逐渐转化为现实的无奈，当初的纯真经过现实的锤炼变得如此深沉，夜深了，依稀看见，月光下，伊人相牵，走过相守，带走最后一片暮色，留下一份执着。,无奈,negtive
113, 【一句话的故事】父亲总是望着东方发呆，眼神有些落寞，我知道，他一辈子都想回去。可他终是带着遗憾离去，临走时眼里还含着泪水，那是想家的无奈。多年以后，我带着父亲的骨灰回国，才发现，父亲念的家不只是祖国，还有母亲，我那早逝的母亲。,无奈,negtive
114, 爱恨情仇，挺无奈的，我们真的需要勇气。,无奈,negtive
115, 岁月中，有的事让人无奈，让人无助，让人无语。选择了就得坚持，不轻言放弃，简简单单而不能随随便便。,无奈,negtive
116," 在学校最最可悲的身份,是那种既不是学霸又不全非学渣的人.他们听不懂课,作业不会做,只好以抄作业为生,不逃课不捣乱纪律,为考试成绩着急,又无奈于现状,三分钟热度,又恨自己不争气,他们以最普通的身份埋没在人群中,却过着最最煎熬的日子.",无奈,negtive
117, 人活着有时真的很累，身不由已的感觉只有亲身经历了才会知道。生活本身就有很多无奈，但生活也有很多想不到的东西，不论好与坏，总是会让人有所期待，所以我们都在努力的生活着。生活中，总会有自己想要的东西，所以为了一些自己想要的东西，努力辛苦的生活着，无论成败只要自己尽力了，人生也无怨无悔。,无奈,negtive
118, 每一个仰望天空的人都有不同的思绪。哪怕是在咫尺之间，同一片天空下的两个人亦属于各自不同的维度之中。仿佛这天地划分成了亿万个囚牢，每个人都有每个人无法挣脱的枷锁。无奈与孤寂，每每在夜深人静时漫上心头。,无奈,negtive
119, 你有时候很无奈，你有时候很可奈（爱），人总是有很多无可奈，这么多的无可奈，你是否不可奈（爱），那你可得变的可奈（爱）一点，要不就没有人给你发信息告诉你：你很可爱了。,无奈,negtive
120, 面对挫折泰然一笑，面对失意淡然一笑，面对悲伤坦然一笑，面对无奈会心一笑，面对人生从容一笑。世间之千姿百态，独微笑最美。得之我幸，失之我命，无论何时，不要忘记微笑。揽一方自由天空，捻一抹温馨花香。以淡雅的姿态，闲观花开花落，淡看云卷云舒。,无奈,negtive
121, 人是无奈在快乐中成长的。快乐会使人浮浅，我们在苦楚中成长，演变才会更懂得人生。人生原来就有良多事是徒劳无功的。青春注定徒劳无功，由于它总走得匆仓促，除了遗憾什么也不留下。但就像那些切实没什么用的货色，它却在人心里住得最久，挥之不去。,无奈,negtive
122, 喜欢咖啡，不是因为它的提神，而是因为它的苦涩和它的香味。喜欢喝咖啡时候的情调，那种幽雅，那种惬意，那种无奈，那种颓废。明白自己已经变得越来越颓废，当一个人的时候，在我脑子里盘旋的常常是宿命。为什么当一个人出生的时候，命运就伴随着他？不相信人的力量可以去改变命运的安排，他们所改变的只是自己的心情，而不是自己的命运。因为人在冥冥的现实和虚幻中是渺小的。常在咖啡的陪伴下想到爱情。,无奈,negtive
123, 【一句话的故事】“挥不去的梦魇。”她轻叹一口气。“嗯？什么。”他抬头看他。“写小说里的女主啊，被背叛后。”她无奈的撇撇嘴。“你怕不怕被这样对待。”“我怕。”“我不会让你受伤。”你没有机会受伤，因为我会保护。,无奈,negtive
124, 有些人，我放得下。所谓无奈，只能故作坚强。,无奈,negtive
125, 转身一瞬，你凄婉的一笑，留下了万语千言个无奈，千言万语个对不起，一滴泪，就足以把我风干成一生凝视的姿态，永远的、永远的雕塑成了一具默默无言于相思河畔的忘川。,无奈,negtive
126, 歌声里有太多太多的无奈隐藏其中，但总会有随风而去的那么一天。,无奈,negtive
127, 咱们但凡忙劳碌碌的伶人，不经心投入，便无奈落幕。,无奈,negtive
128, 在匆匆世俗，千姿百态，万千竟风流谁能笑到最后，谁能登上成功的舞台，谁能被众星捧月般围绕。世俗之事如棋，也许只有独倚黄昏，才能为心灵减压，才能抛去一切烦恼，抛去一切无奈与追逐，人生是残阳余风的黄昏，明天又是曙光的黎明将至。,无奈,negtive
129, 做错了，改正一下；伤心了，痛哭一下；厌倦了，回望一下；绝望了，无奈一下。在爱情没开始以前，你永远想象不出会那样地爱一个人；在爱情没结束以前，你永远想象不出那样的爱也会消失；在爱情还没有重新开始以前，你永远想象不出还能再一次找到期待已久的精彩爱情。爱还有，情就在。,无奈,negtive
130, 我的爱，从没有离开。可惜两个人相爱，总会有许多无奈。,无奈,negtive
131, 人生无奈老来何，日薄崦嵫已不多。,无奈,negtive
132, 你长得挺有脾气，做人缺乏志气，出来混全靠勇气，从不怕被人唾弃，无奈你太不争气，全当你是股仙气。,无奈,negtive
133, 习惯了一个人的早餐，一个人一开始新的一天，没有不确定，没有无奈。因为没有期待。,无奈,negtive
